ID	Ename
9006	Chonchon Egg
9007	Steel Chonchon Egg
9008	Hunter Fly Egg
9009	Savage Babe Egg
9010	Baby Desert Wolf Egg
9011	Rocker Egg
9012	Spore Egg
9013	Poison Spore Egg
9014	PecoPeco Egg
9015	Smokie Egg
9016	Yoyo Egg
9017	Orc Warrior Egg
9018	Munak Egg
9019	Dokkaebi Egg
9020	Sohee Egg
9021	Isis Egg
9022	Green Petite Egg
9023	Deviruchi Egg
9024	Bapho Jr. Egg
9025	Bongun Egg
9026	Alice Egg
9027	Zherlthsh Egg
9028	Test Egg
9029	Test Egg
10001	Skull Helm
10002	Monster Oxygen Mask
10003	Transparent Headgear
10004	Pacifier
10005	Wig
10006	Queen's Hair Ornament
10007	Silk Ribbon
10008	Punisher
10009	Wild Flower
10010	Battered Pot
10011	Stellar Hairpin
10012	Tiny Egg Shell
10013	Backpack
10014	Rocker Glasses
10015	Green Lace
10016	Golden Bell
10017	Bark Shorts
10018	Monkey Circlet
10019	Red Muffler
10020	Sword of Chinese Exorcis
