// Quest Database
//
// Structure of Database :
// Quest ID,Time Limit,Target1,Val1,Target2,Val2,Target3,Val3,Quest Title
//
8030,0,0,0,0,0,0,0,"Factory Inspection"
8031,0,0,0,0,0,0,0,"Factory Inspection"
8032,0,0,0,0,0,0,0,"Tarlock's Favor"
8033,0,0,0,0,0,0,0,"Ferlock's Favor"
8034,0,0,0,0,0,0,0,"Ferlock's Favor"
8035,0,0,0,0,0,0,0,"How the Airship Works"
8036,0,0,0,0,0,0,0,"Hallen's Favor"
8037,0,0,0,0,0,0,0,"The Dice Roller"
8038,0,0,0,0,0,0,0,"The Dice Roller"
8039,0,0,0,0,0,0,0,"Secret of Airships"
8040,0,0,0,0,0,0,0,"Secret of Airships"
8041,0,0,0,0,0,0,0,"Secret of Airships"
8042,0,0,0,0,0,0,0,"Secret of Airships"
8043,0,0,0,0,0,0,0,"Secret of Airships"
8044,0,0,0,0,0,0,0,"Euslan's Fiancee"
8045,0,0,0,0,0,0,0,"Tips from Kaci"
8046,0,0,0,0,0,0,0,"Ferlock's Passengers list"
8047,0,0,0,0,0,0,0,"Euslan's Favor"
8048,0,0,0,0,0,0,0,"Eukran's Testimony"
8049,0,0,0,0,0,0,0,"Thierry's Favor"
8050,0,0,0,0,0,0,0,"Danger coming on to Thierry"
8051,0,0,0,0,0,0,0,"Euslan's Medicine"
8052,0,0,0,0,0,0,0,"Thierry's Favor"
8053,0,0,0,0,0,0,0,"Find Postell"
8054,0,0,0,0,0,0,0,"Message from Postell"
8055,0,0,0,0,0,0,0,"Nursing Allen"
8056,0,0,0,0,0,0,0,"Little something in return"
8057,0,0,0,0,0,0,0,"Grumbling Manainne"
8058,0,0,0,0,0,0,0,"Conversation with El Schatt"
8059,0,0,0,0,0,0,0,"Conversation with Perfitz"
8060,0,0,0,0,0,0,0,"Stubborn El Schatt"
8061,0,0,0,0,0,0,0,"Stories of the past"
8062,0,0,0,0,0,0,0,"Kanainne"
8063,0,0,0,0,0,0,0,"Kanainne's spirit"
8064,0,0,0,0,0,0,0,"Cellette's Fish Cake Soup"
8065,0,0,0,0,0,0,0,"Cellette's Fish Cake Soup"
8066,0,0,0,0,0,0,0,"Cellette's Fish Cake Soup"
8067,0,0,0,0,0,0,0,"Cellette's Fish Cake Soup"
8068,0,0,0,0,0,0,0,"Cellette's Fish Cake Soup"
8069,0,0,0,0,0,0,0,"Cellette's Fish Cake Soup"
8070,0,0,0,0,0,0,0,"Cellette's Fish Cake Soup"
8071,0,0,0,0,0,0,0,"Cellette's Fish Cake Soup"
8072,0,0,0,0,0,0,0,"Cellette's Fish Cake Soup"
8073,0,0,0,0,0,0,0,"Cellette's Fish Cake Soup"
8074,0,0,0,0,0,0,0,"Cellette's Fish Cake Soup"
8075,0,0,0,0,0,0,0,"Cellette's Fish Cake Soup"
8076,0,0,0,0,0,0,0,"Klitzer and Calla"
8077,0,0,0,0,0,0,0,"Klitzer and Calla"
8078,0,0,0,0,0,0,0,"Klitzer and Calla"
8079,0,0,0,0,0,0,0,"Klitzer and Calla"
8080,0,0,0,0,0,0,0,"Klitzer and Calla"
8081,0,0,0,0,0,0,0,"Klitzer and Calla"
8082,0,0,0,0,0,0,0,"Klitzer and Calla"
8083,0,0,0,0,0,0,0,"Klitzer and Calla"
8084,0,0,0,0,0,0,0,"Klitzer and Calla"
8085,0,0,0,0,0,0,0,"Klitzer and Calla"
8086,0,0,0,0,0,0,0,"Klitzer and Calla"
8087,0,0,0,0,0,0,0,"Klitzer and Calla"
8088,0,0,0,0,0,0,0,"Klitzer and Calla"
8089,0,0,0,0,0,0,0,"Stolen Gemstone"
8090,0,0,0,0,0,0,0,"Mr. Manson"
8091,0,0,0,0,0,0,0,"Jenny the gardener"
8092,0,0,0,0,0,0,0,"Searching the Market"
8093,0,0,0,0,0,0,0,"Mysterious Message"
8094,0,0,0,0,0,0,0,"Double Crossed?"
8095,0,0,0,0,0,0,0,"Find Phobe"
8096,0,0,0,0,0,0,0,"Stolen Gemstone Found"
8097,0,0,0,0,0,0,0,"Informing Jenny"
8098,0,0,0,0,0,0,0,"Keeping the Secret"
8099,0,0,0,0,0,0,0,"Vincent's Recommendation"
8100,0,0,0,0,0,0,0,"Recommendation from High Priest Zhed"
8101,0,0,0,0,0,0,0,"Recommendation from High Priest Zhed"
8102,0,0,0,0,0,0,0,"Recommendation from High Priest Zhed"
8103,0,0,0,0,0,0,0,"Recommendation from High Priest Zhed"
8104,0,0,0,0,0,0,0,"Recommendation from High Priest Zhed"
8105,0,0,0,0,0,0,0,"Recommendation from High Priest Zhed"
8106,0,0,0,0,0,0,0,"Mr. Shendar's daughter"
8107,0,0,0,0,0,0,0,"Lachellen's Testimony"
8108,0,0,0,0,0,0,0,"A Foreigner, Katinshuell"
8109,0,0,0,0,0,0,0,"Bruspetti's scent"
8110,0,0,0,0,0,0,0,"Bruspetti's scent"
8111,0,0,0,0,0,0,0,"Lachellen's Testimony"
8112,0,0,0,0,0,0,0,"Freya's Spring"
8113,0,0,0,0,0,0,0,"Bruspetti's Diary"
8114,0,0,0,0,0,0,0,"Bruspetti's Diary"
8115,0,0,0,0,0,0,0,"Suspicious Katinshuell"
8116,0,0,0,0,0,0,0,"Lachellen's Testimony"
8117,0,0,0,0,0,0,0,"Freya's Spring"
8118,0,0,0,0,0,0,0,"Conversation with Mr. Shendar"
8119,0,0,0,0,0,0,0,"Bruspetti's Diary"
8120,0,0,0,0,0,0,0,"Conversation with Katinshuell"
8121,0,0,0,0,0,0,0,"Conversation with Katinshuell"
8122,0,0,0,0,0,0,0,"Bruspetti's resting place"
8123,0,0,0,0,0,0,0,"Ayotaya's world famous dish, Tom Yum Goong"
8124,0,0,0,0,0,0,0,"Ayotaya's world famous dish, Tom Yum Goong"
8125,0,0,0,0,0,0,0,"Ayotaya's world famous dish, Tom Yum Goong"
8126,0,0,0,0,0,0,0,"Ayotaya's world famous dish, Tom Yum Goong"
8127,0,0,0,0,0,0,0,"Momotaro Field Trip"
8128,0,0,0,0,0,0,0,"Momotaro Field Trip"
8129,0,0,0,0,0,0,0,"Momotaro Field Trip"
8130,0,0,0,0,0,0,0,"Momotaro Field Trip"
8131,0,0,0,0,0,0,0,"The mother of lord in Amatsu"
8132,0,0,0,0,0,0,0,"The mother of lord in Amatsu"
8133,0,0,0,0,0,0,0,"Song of the fox"
8134,0,0,0,0,0,0,0,"Boy at the Northern Shrine"
8135,0,0,0,0,0,0,0,"Fox Expelled"
8136,0,0,0,0,0,0,0,"The Gray Wolf's Warning"
8137,0,0,0,0,0,0,0,"Finding the Keymaker"
8138,0,0,0,0,0,0,0,"Blacksmith's Request"
8139,0,0,0,0,0,0,0,"The Golden Key"
8140,0,0,0,0,0,0,0,"The Red Ring"
8141,0,0,0,0,0,0,0,"Mashenka's Red Ring"
8142,0,0,0,0,0,0,0,"Searching the Marsh"
8143,0,0,0,0,0,0,0,"The Flute's Voice"
8144,0,0,0,0,0,0,0,"Ryubaba's Confession"
8145,0,0,0,0,0,0,0,"Worried Mother's Request"
8146,0,0,0,0,0,0,0,"Finding Lusalka"
8147,0,0,0,0,0,0,0,"Lusalka's Beloved"
8148,0,0,0,0,0,0,0,"Lusalka's Beloved"
8149,0,0,0,0,0,0,0,"Searching for Igor"
8150,0,0,0,0,0,0,0,"Igor's message"
8151,0,0,0,0,0,0,0,"Marozka's Cave"
8152,0,0,0,0,0,0,0,"The Golden Thread"
8153,0,0,0,0,0,0,0,"Test of mind and wisdom"
8154,0,0,0,0,0,0,0,"The Keymaker"
8155,0,0,0,0,0,0,0,"Baba Yaga's Favor"
8156,0,0,0,0,0,0,0,"Baba Yaga's Favor"
8157,0,0,0,0,0,0,0,"Baba Yaga's Favor"
8158,0,0,0,0,0,0,0,"Baba Yaga's Favor"
8159,0,0,0,0,0,0,0,"Baba Yaga's Favor"
8160,0,0,0,0,0,0,0,"Baba Yaga's Favor"
8161,0,0,0,0,0,0,0,"Baba Yaga's Favor"
8162,0,0,0,0,0,0,0,"Baba Yaga's Favor"
8163,0,0,0,0,0,0,0,"Baba Yaga's Favor"
8164,0,0,0,0,0,0,0,"Baba Yaga's Favor"
8165,0,0,0,0,0,0,0,"Baba Yaga's Favor"
8166,0,0,0,0,0,0,0,"Baba Yaga's Favor"
8167,0,0,0,0,0,0,0,"The Golden Key"
8168,0,0,0,0,0,0,0,"Koshei, the Immortal"
8169,0,0,0,0,0,0,0,"Living and Dead Water"
8170,0,0,0,0,0,0,0,"Living and Dead Water"
8171,0,0,0,0,0,0,0,"Living and Dead Water"
//
8181,0,0,0,0,0,0,0,"Sight Blaster"
8182,0,0,0,0,0,0,0,"Push Back Theory"
8183,0,0,0,0,0,0,0,"Sight Blaster"
8184,0,0,0,0,0,0,0,"Elemental Converter"
8185,0,0,0,0,0,0,0,"Elemental Change"
8186,0,0,0,0,0,0,0,"Fire Elemental Change"
8187,0,0,0,0,0,0,0,"Earth Elemental Change"
8188,0,0,0,0,0,0,0,"Wind Elemental Change"
8189,0,0,0,0,0,0,0,"Water Elemental Change"
8190,0,0,0,0,0,0,0,"Charming Wink"
8191,0,0,0,0,0,0,0,"Charming Advisor"
8192,0,0,0,0,0,0,0,"Selfish Advisor"
8193,0,0,0,0,0,0,0,"Selfish Advisor"
8194,0,0,0,0,0,0,0,"Drunken Advisor"
8195,0,0,0,0,0,0,0,"Kind Canell"
8196,0,0,0,0,0,0,0,"The Tripartite Union's Feud"
8197,0,0,0,0,0,0,0,"Document Delivery"
8198,0,0,0,0,0,0,0,"Report to the United Research Official"
8199,0,0,0,0,0,0,0,"United Research Official's Favor"
8200,0,0,0,0,0,0,0,"Ryosen's Document Requests"
8201,0,0,0,0,0,0,0,"Missing Document"
8202,0,0,0,0,0,0,0,"Document Restoration"
8203,0,0,0,0,0,0,0,"Document Restoration"
8204,0,0,0,0,0,0,0,"Ryosen"
8205,0,0,0,0,0,0,0,"Report to the United Research Official"
8206,0,0,0,0,0,0,0,"Researchers' Meeting"
8207,0,0,0,0,0,0,0,"Hansenne is not guilty."
8208,0,0,0,0,0,0,0,"Hansenne's Favor"
8209,0,0,0,0,0,0,0,"Hue's Report"
8210,0,0,0,0,0,0,0,"Report to the United Research Official"
8211,0,0,0,0,0,0,0,"Shurank's Lecture"
8212,0,0,0,0,0,0,0,"Shurank's Lecture"
8213,0,0,0,0,0,0,0,"Shurank's Lecture"
8214,0,0,0,0,0,0,0,"Shurank's Lecture"
8215,0,0,0,0,0,0,0,"Shurank's Lecture"
8216,0,0,0,0,0,0,0,"Shurank's Order"
8217,0,0,0,0,0,0,0,"Dequ'ee's Message"
8218,0,0,0,0,0,0,0,"Shurank's Lecture"
8219,0,0,0,0,0,0,0,"Shurank's Lecture"
8220,0,0,0,0,0,0,0,"Shurank's Lecture"
8221,0,0,0,0,0,0,0,"Shurank's Lecture"
8222,0,0,0,0,0,0,0,"Shurank's order"
8223,0,0,0,0,0,0,0,"Dequ'ee's order"
8224,0,0,0,0,0,0,0,"The clue"
8225,0,0,0,0,0,0,0,"Dequ'ee's Reasoning"
8226,0,0,0,0,0,0,0,"Bankley's Death"
8227,0,0,0,0,0,0,0,"Return to Shurank"
8228,0,0,0,0,0,0,0,"Shurank's Lecture"
8229,0,0,0,0,0,0,0,"Guarnien's Lecture"
8230,0,0,0,0,0,0,0,"Guarnien's Lecture"
8231,0,0,0,0,0,0,0,"Guarnien's Lecture"
8232,0,0,0,0,0,0,0,"Guarnien's Lecture"
8233,0,0,0,0,0,0,0,"Guarnien's Lecture"
8234,0,0,0,0,0,0,0,"Prontera Market Research"
8235,0,0,0,0,0,0,0,"Guarnien's Lecture"
8236,0,0,0,0,0,0,0,"Guarnien's Lecture"
8237,0,0,0,0,0,0,0,"Guarnien's Lecture"
8238,0,0,0,0,0,0,0,"Guarnien's Lecture"
8239,0,0,0,0,0,0,0,"Guarnien's Lecture"
8240,0,0,0,0,0,0,0,"Guarnien's Lecture"
8241,0,0,0,0,0,0,0,"Collection of Red Jewel"
8242,0,0,0,0,0,0,0,"Collection of blue Jewel"
8243,0,0,0,0,0,0,0,"Learning new languages"
8244,0,0,0,0,0,0,0,"Fairies and Tree Giants"
8245,0,0,0,0,0,0,0,"Language sample investigation"
8246,0,0,0,0,0,0,0,"Language sample investigation"
8247,0,0,0,0,0,0,0,"Research progress"
8248,0,0,0,0,0,0,0,"Research progress"
8249,0,0,0,0,0,0,0,"Compressing Information"
8250,0,0,0,0,0,0,0,"Storage Gem"
8251,0,0,0,0,0,0,0,"Injection of Magic"
8252,0,0,0,0,0,0,0,"Handworked jewels"
8253,3600,0,0,0,0,0,0,"Language translation device"
//
9000,0,0,0,0,0,0,0,"Job Change to Knight"
9001,0,0,0,0,0,0,0,"Loyalty of a Knight"
9002,0,0,0,0,0,0,0,"Loyalty of a Knight"
9003,0,0,0,0,0,0,0,"The Honor of a Knight"
9004,0,0,0,0,0,0,0,"The Honor of a Knight"
9005,0,0,0,0,0,0,0,"Tenacity of a Knight"
9006,0,0,0,0,0,0,0,"Tenacity of a Knight"
9007,0,0,0,0,0,0,0,"The Honor of a Knight"
9008,0,0,0,0,0,0,0,"Etiquette as a Knight"
9009,0,0,0,0,0,0,0,"Life as a Knight"
9010,0,0,0,0,0,0,0,"Quality of reverence"
9011,0,0,0,0,0,0,0,"Life as a Knight"
9012,0,0,0,0,0,0,0,"Glory of a Knight!"
9013,0,0,0,0,0,0,0,"Job Change to Wizard"
9014,0,0,0,0,0,0,0,"Job Change to Wizard"
9015,0,0,0,0,0,0,0,"Job Change to Wizard"
9016,0,0,0,0,0,0,0,"Job Change to Wizard"
9017,0,0,0,0,0,0,0,"Job Change to Wizard"
9018,0,0,0,0,0,0,0,"Certified as a Wizard!"
9058,0,0,0,0,0,0,0,"O'Riley's Request"
9059,0,0,0,0,0,0,0,"Happy St. Patrick's Day"
9117,0,0,0,0,0,0,0,"Lina's Curse"
9118,0,0,0,0,0,0,0,"Lina's Curse - Deviruchi Hunt"
9119,0,0,0,0,0,0,0,"Lina's Curse - Wraith Dead Hunt"
9120,0,0,0,0,0,0,0,"Lina's Curse - Dullahan Hunt"
9121,0,0,0,0,0,0,0,"Lina's Curse - Nightmare Terror Hunt"
9122,0,0,0,0,0,0,0,"Lina's Curse"
9123,0,0,0,0,0,0,0,"Lina's Curse"
10000,0,0,0,0,0,0,0,"To the Prontera Royal Court"
10001,0,0,0,0,0,0,0,"Qualification Test"
10002,0,0,0,0,0,0,0,"Qualification Review"
10003,0,0,0,0,0,0,0,"Instructions on what to do"
10004,0,0,0,0,0,0,0,"Interim Report"
10005,0,0,0,0,0,0,0,"Prince Eigen Ahrum"
10006,0,0,0,0,0,0,0,"Prince Ernst"
10007,0,0,0,0,0,0,0,"Prince Poe"
10008,0,0,0,0,0,0,0,"Prince Peter"
10009,0,0,0,0,0,0,0,"Prince Urugen"
10010,0,0,0,0,0,0,0,"Prince Helmut"
10011,0,0,0,0,0,0,0,"Prince Erich"
10012,0,0,0,0,0,0,0,"Conversation of the two princes"
10013,0,0,0,0,0,0,0,"Searching for the unknown girl"
10014,0,0,0,0,0,0,0,"Back to Peter"
10015,0,0,0,0,0,0,0,"Test 15"
10016,0,0,0,0,0,0,0,"A Guest from the Walter Family"
10017,0,0,0,0,0,0,0,"Conspiracy"
10018,0,0,0,0,0,0,0,"Villainous Ahrum - Poe"
10019,0,0,0,0,0,0,0,"Villainous Ahrum - Peter"
10020,0,0,0,0,0,0,0,"Villainous Ahrum - Erich"
10021,0,0,0,0,0,0,0,"Villainous Ahrum - Urugen"
10022,0,0,0,0,0,0,0,"Villainous Ahrum - Helmut"
10023,0,0,0,0,0,0,0,"Eigen Ahrum and Ernst -Former-"
10024,0,0,0,0,0,0,0,"Eigen Ahrum and Ernst -Latter-"
10025,0,0,0,0,0,0,0,"Good-bye, dear!"
10026,0,0,0,0,0,0,0,"Reforming Meto"
10027,0,0,0,0,0,0,0,"Reforming Meto"
10028,0,0,0,0,0,0,0,"Reforming Meto"
10029,0,0,0,0,0,0,0,"Reforming Meto"
10030,0,0,0,0,0,0,0,"Reforming Meto"
10031,0,0,0,0,0,0,0,"Reforming Meto"
10032,0,0,0,0,0,0,0,"Reforming Meto"
10033,0,0,0,0,0,0,0,"Reforming Meto"
10034,0,0,0,0,0,0,0,"Search the knife"
10035,0,0,0,0,0,0,0,"Deliver the knife"
10036,0,0,0,0,0,0,0,"Material Supply-Candy"
10037,0,0,0,0,0,0,0,"Material Supply-Crap Shells"
10038,0,0,0,0,0,0,0,"Material Supply-Conch"
10039,0,0,0,0,0,0,0,"Material Supply-Fish Tail"
10040,0,0,0,0,0,0,0,"Material Supply-White Platter"
10041,0,0,0,0,0,0,0,"Material Supply-?"
10042,0,0,0,0,0,0,0,"Find the Piano Keys-5 remained"
10043,0,0,0,0,0,0,0,"Find the Piano Keys-5 remained"
10044,0,0,0,0,0,0,0,"Find the Piano Keys-4 remained"
10045,0,0,0,0,0,0,0,"Find the Piano Keyboard-4 remained"
10046,0,0,0,0,0,0,0,"Find the Piano Keyboard-3 remained"
10047,0,0,0,0,0,0,0,"Find the Piano Keyboard-3 remained"
10048,0,0,0,0,0,0,0,"Find the Piano Keyboard-2 remained"
10049,0,0,0,0,0,0,0,"Find the Piano Keyboard-2 remained"
10050,0,0,0,0,0,0,0,"Find the Piano Keyboard-1 remained"
10051,0,0,0,0,0,0,0,"Find the Piano Keyboard-1 remained"
10052,0,0,0,0,0,0,0,"Find the Piano Keyboard-To the piano"
10053,0,0,0,0,0,0,0,"Find the Piano Keyboard-Fill the empty spot"
10054,0,0,0,0,0,0,0,"On the Verge of the Escape-Clint Kana"
10055,0,0,0,0,0,0,0,"Understanding the culture of Utan"
10056,0,0,0,0,0,0,0,"Learning Utan Language"
10057,0,0,0,0,0,0,0,"Onward to the Other World"
10058,0,0,0,0,0,0,0,"Onward to the Other World"
10059,0,0,0,0,0,0,0,"Onward to the Other World"
10060,0,0,0,0,0,0,0,"Onward to the Other World"
10061,0,0,0,0,0,0,0,"Onward to the Other World"
10062,0,0,0,0,0,0,0,"Onward to the Other World"
10063,0,0,0,0,0,0,0,"Onward to the Other World"
10064,0,0,0,0,0,0,0,"Onward to the Other World"
10065,0,0,0,0,0,0,0,"Onward to the Other World"
10066,0,0,0,0,0,0,0,"Onward to the Other World"
10067,0,0,0,0,0,0,0,"Onward to the Other World"
10068,0,0,0,0,0,0,0,"Onward to the Other World"
10069,0,0,0,0,0,0,0,"Onward to the Other World"
10070,0,0,0,0,0,0,0,"Onward to the Other World"
10071,0,0,0,0,0,0,0,"Onward to the Other World"
10072,0,0,0,0,0,0,0,"Onward to the Other World"
10073,0,0,0,0,0,0,0,"Onward to the Other World"
10074,0,0,0,0,0,0,0,"Onward to the Other World"
10075,0,0,0,0,0,0,0,"Onward to the Other World"
10076,0,0,0,0,0,0,0,"Onward to the Other World"
10077,0,0,0,0,0,0,0,"Onward to the Other World"
10078,0,0,0,0,0,0,0,"Onward to the Other World"
10079,0,0,0,0,0,0,0,"Escape from the reality, into the broad world"
10080,0,0,0,0,0,0,0,"Escape from the reality, into the broad world"
10081,0,0,0,0,0,0,0,"Escape from the reality, into the broad world"
10082,0,0,0,0,0,0,0,"Escape from the reality, into the broad world"
10083,0,0,0,0,0,0,0,"Escape from the reality, into the broad world"
10084,0,0,0,0,0,0,0,"Escape from the reality, into the broad world"
10085,86400,0,0,0,0,0,0,"Escape from the reality, into the broad world"
10086,0,0,0,0,0,0,0,"Escape from the reality, into the broad world"
10087,0,0,0,0,0,0,0,"Escape from the reality, into the broad world"
10088,0,0,0,0,0,0,0,"Escape from the reality, into the broad world"
10089,0,0,0,0,0,0,0,"Escape from the reality, into the broad world"
//
11000,0,0,0,0,0,0,0,"Inspection of Odin Shrine"
11001,0,0,0,0,0,0,0,"Inspection of Odin Shrine"
11002,0,0,0,0,0,0,0,"Inspection of Odin Shrine"
11003,0,0,0,0,0,0,0,"Inspection of Odin Shrine"
11004,0,0,0,0,0,0,0,"Inspection of Odin Shrine"
11005,0,0,0,0,0,0,0,"Inspection of Odin Shrine"
11006,0,0,0,0,0,0,0,"Inspection of Odin Shrine"
11007,0,0,0,0,0,0,0,"Inspection of Odin Shrine"
11008,0,0,0,0,0,0,0,"Inspection of Odin Shrine"
11009,0,0,0,0,0,0,0,"Morriphen's Request"
11010,0,0,0,0,0,0,0,"Fetching the medicine"
11011,0,0,0,0,0,0,0,"Medicine for two"
11012,0,0,0,0,0,0,0,"Find Makkie"
11013,0,0,0,0,0,0,0,"Red Plant Stem Powder"
11014,0,0,0,0,0,0,0,"The researcher's medicine"
11015,0,0,0,0,0,0,0,"Siria's cure"
11016,0,0,0,0,0,0,0,"Morriphen's story"
11017,0,0,0,0,0,0,0,"Exploring Juperos"
11018,0,0,0,0,0,0,0,"Exploring Juperos"
11019,0,0,0,0,0,0,0,"Exploring Juperos"
11020,0,0,0,0,0,0,0,"Exploring Juperos"
11021,0,0,0,0,0,0,0,"Exploring Juperos"
11022,0,0,0,0,0,0,0,"Exploring Juperos"
// iRO Event Quest
//11023,0,0,0,0,0,0,0,"Help Mr. Zabaroo - 1"
//11024,0,0,0,0,0,0,0,"Help Mr. Zabaroo - 2"
//11025,0,0,0,0,0,0,0,"Help Mr. Zabaroo - 3"
//11026,0,0,0,0,0,0,0,"Help Mr. Zabaroo - 4"
//11027,0,0,0,0,0,0,0,"Help Mr. Zabaroo - 5"
//11028,0,0,0,0,0,0,0,"Help Mr. Zabaroo - 6"
11029,0,0,0,0,0,0,0,"Going to the Turtle Island.."
11030,0,0,0,0,0,0,0,"Going to the Turtle Island.."
11031,0,0,0,0,0,0,0,"Going to the Turtle Island.."
11032,0,0,0,0,0,0,0,"Going to the Turtle Island.."
11033,0,0,0,0,0,0,0,"Going to the Turtle Island.."
11034,0,0,0,0,0,0,0,"Going to the Turtle Island.."
11035,0,0,0,0,0,0,0,"Going to the Turtle Island.."
11036,0,0,0,0,0,0,0,"Going to the Turtle Island.."
11037,0,0,0,0,0,0,0,"Going to the Turtle Island.."
11038,0,0,0,0,0,0,0,"Meet the Dead"
11039,0,0,0,0,0,0,0,"Meet the Dead"
11040,0,0,0,0,0,0,0,"Meet the Dead"
11041,0,0,0,0,0,0,0,"Meet the Dead"
11042,0,0,0,0,0,0,0,"Meet the Dead"
11043,0,0,0,0,0,0,0,"Meet the Dead"
11044,0,0,0,0,0,0,0,"Herb Medicine - Being a Doctor's Assistance"
11045,0,0,0,0,0,0,0,"Herb Medicine - Being a Doctor's Assistance"
11046,0,0,0,0,0,0,0,"Herb Medicine - Being a Doctor's Assistance"
11047,0,0,0,0,0,0,0,"Herb Medicine - Being a Doctor's Assistance"
11048,0,0,0,0,0,0,0,"Herb Medicine - Being a Doctor's Assistance"
11049,0,0,0,0,0,0,0,"Herb Medicine - Being a Doctor's Assistance"
11050,0,0,0,0,0,0,0,"Herb Medicine - Being a Doctor's Assistance"
11051,0,0,0,0,0,0,0,"Herb Medicine - Being a Doctor's Assistance"
11052,0,0,0,0,0,0,0,"Herb Medicine - Being a Doctor's Assistance"
11053,0,0,0,0,0,0,0,"Herb Medicine - Being a Doctor's Assistance"
11054,0,0,0,0,0,0,0,"Herb Medicine - Being a Doctor's Assistance"
11055,0,0,0,0,0,0,0,"Herb Medicine - Being a Doctor's Assistance"
11056,0,0,0,0,0,0,0,"Herb Medicine - Being a Doctor's Assistance"
11057,0,0,0,0,0,0,0,"Herb Medicine - Being a Doctor's Assistance"
11070,0,0,0,0,0,0,0,"Poison King"
11071,0,0,0,0,0,0,0,"Poison King"
11072,0,0,0,0,0,0,0,"Poison King"
11073,0,0,0,0,0,0,0,"Poison King"
11074,0,0,0,0,0,0,0,"Poison King"
11075,0,0,0,0,0,0,0,"Poison King"
11076,0,0,0,0,0,0,0,"Poison King"
11077,0,0,0,0,0,0,0,"Poison King"
11078,0,0,0,0,0,0,0,"Poison King"
11079,0,0,0,0,0,0,0,"Poison King"
11080,0,0,0,0,0,0,0,"Poison King"
11081,0,0,0,0,0,0,0,"Poison King"
11082,0,0,0,0,0,0,0,"Poison King"
11083,0,0,0,0,0,0,0,"Poison King"
11084,0,0,0,0,0,0,0,"New Surroundings"
11085,0,0,0,0,0,0,0,"New Surroundings"
11086,0,0,0,0,0,0,0,"New Surroundings"
11087,0,0,0,0,0,0,0,"Repairing the Tent"
11088,0,0,0,0,0,0,0,"Repairing the Tent"
11089,0,0,0,0,0,0,0,"Repairing the Tent"
11090,0,0,0,0,0,0,0,"Repairing the Tent"
11091,0,0,0,0,0,0,0,"Delivering Supplies"
11092,0,0,0,0,0,0,0,"Delivering Supplies"
11093,0,0,0,0,0,0,0,"Delivering Supplies"
11094,0,0,0,0,0,0,0,"Delivering Supplies"
11095,0,0,0,0,0,0,0,"Delivering Supplies"
11096,0,0,0,0,0,0,0,"Delivering Supplies"
11097,0,0,0,0,0,0,0,"Delivering Supplies"
11098,0,0,0,0,0,0,0,"Delivering Supplies"
11099,0,0,0,0,0,0,0,"To My Friend"
11100,0,0,0,0,0,0,0,"To My Friend"
11101,0,0,0,0,0,0,0,"Secret note of Bazet"
11102,0,0,0,0,0,0,0,"Secret note of Bazet"
11103,0,0,0,0,0,0,0,"Secret note of Bazet"
11104,0,0,0,0,0,0,0,"Resting time"
11105,0,0,0,0,0,0,0,"Tendrilrion skin"
//
12000,0,0,0,0,0,0,0,"An old friend"
12001,0,0,0,0,0,0,0,"Digotz, Maku's old friend"
12002,0,0,0,0,0,0,0,"Messenger of Friendship"
12003,0,0,0,0,0,0,0,"Digotz's message"
12004,0,0,0,0,0,0,0,"Maku's other friend"
12005,0,0,0,0,0,0,0,"Benkaistein"
12006,0,0,0,0,0,0,0,"Benkaistein's lost item"
12007,0,0,0,0,0,0,0,"Kazien"
12008,0,0,0,0,0,0,0,"Researcher Garins"
12009,0,0,0,0,0,0,0,"Failed mission"
12010,0,0,0,0,0,0,0,"No entrance"
12011,0,0,0,0,0,0,0,"Lyozien"
12012,0,0,0,0,0,0,0,"Meet Mr. Ahman"
12013,0,0,0,0,0,0,0,"Delivery complete"
12014,0,0,0,0,0,0,0,"More missions"
12015,0,0,0,0,0,0,0,"Ghalstein"
12016,0,0,0,0,0,0,0,"Sneaking into the Laboratory"
12017,0,0,0,0,0,0,0,"Membership approved"
12018,0,0,0,0,0,0,0,"Meeting the President"
12019,0,0,0,0,0,0,0,"The President's Mission"
12020,0,0,0,0,0,0,0,"Rescuing a Secret Wing Member"
12021,0,0,0,0,0,0,0,"The Sealed File Folder"
12022,0,0,0,0,0,0,0,"The Sealed File Folder"
12023,0,0,0,0,0,0,0,"Shinokas the researcher"
12024,0,0,0,0,0,0,0,"Kafra Corporation Agent"
12025,0,0,0,0,0,0,0,"Rekenber's Secret Archive"
12026,0,0,0,0,0,0,0,"Rekenber's Secret Archive"
12027,0,0,0,0,0,0,0,"Rekenber's Secret Archive"
12028,0,0,0,0,0,0,0,"Kurelle the traitor"
12029,0,0,0,0,0,0,0,"Lost Engagement Ring"
12030,0,0,0,0,0,0,0,"Engagement Ring Found"
12031,0,0,0,0,0,0,0,"Find Annon"
12032,0,0,0,0,0,0,0,"Searching for Annon"
12033,0,0,0,0,0,0,0,"Traces of blood"
12034,0,0,0,0,0,0,0,"Annon's side of the story"
12035,0,0,0,0,0,0,0,"Holy Threads"
12036,0,0,0,0,0,0,0,"The Stone Slate Message"
12037,0,0,0,0,0,0,0,"Holier Threads"
12038,0,0,0,0,0,0,0,"Searching for the Sa-mhing Tiger"
12039,0,0,0,0,0,0,0,"Boonthom's Comrade"
12040,0,0,0,0,0,0,0,"Benkaistein's Journal"
12041,0,0,0,0,0,0,0,"Benkaistein's Journal"
12042,0,0,0,0,0,0,0,"Benkaistein's Journal"
