// Monster Database
//
// Structure of Database :
// ID,Sprite_Name,kROName,iROName,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,aDelay,aMotion,dMotion,MEXP
// Note: Keep the Sprite_Name field as it is in the game client.

//1168,SCORPION_KING,Scorpion King,Scorpion King,50,6354,0,2187,1346,1,500,603,40,10,1,50,47,1,83,30,10,12,2,7,23,0x1B1,200,1700,1000,500,0
1169,SKEL_WORKER,Skeleton Worker,Skeleton Worker,30,2872,0,397,240,1,242,288,0,15,1,15,30,5,42,10,10,12,1,1,29,0x3885,400,2420,720,384,0
1170,SOHEE,Sohee,Sohee,33,5628,0,739,455,1,210,251,0,10,1,33,33,10,58,15,10,12,1,6,21,0x2000091,250,2112,912,576,0
//1171,SOLDIER_ANDRE,Soldier Andre,Soldier Andre,22,1245,0,219,138,1,105,127,20,0,1,22,44,20,40,10,10,12,0,4,42,0x3095,200,1001,1,1,0
//1172,SOLDIER_DENIRO,Soldier Deniro,Soldier Deniro,29,2047,0,450,274,1,162,193,20,0,1,29,58,20,54,10,10,12,0,4,42,0x3095,200,2000,1000,500,0
//1173,SOLDIER_PIERE,Soldier Piere,Soldier Piere,23,1217,0,240,149,1,109,131,25,0,1,23,46,20,38,10,10,12,0,4,42,0x3095,200,1001,1,1,0
1174,STAINER,Stainer,Stainer,16,538,0,105,70,1,53,64,10,0,1,40,16,5,30,5,10,12,0,4,24,0x2000091,200,1688,1188,612,0
1175,TAROU,Tarou,Tarou,11,284,0,57,28,1,34,45,0,0,1,20,11,10,24,5,10,12,0,2,27,0x91,150,1744,1044,684,0
1176,VITATA,Vitata,Vitata,20,894,0,163,101,1,69,80,15,20,1,20,25,65,40,70,10,12,0,4,22,0x2000091,300,1768,768,384,0
1177,ZENORC,Zenorc,Zenorc,31,2585,0,967,407,1,188,223,0,15,1,77,15,0,76,10,10,12,1,7,27,0x83,150,1180,480,360,0
1178,ZEROM,Zerom,Zerom,23,1109,0,240,149,1,127,155,0,10,1,23,23,5,42,0,10,12,1,7,23,0x3885,200,1780,1080,432,0
1179,WHISPER,Whisper,Whisper,34,1796,0,591,599,1,180,221,0,45,1,51,14,0,60,0,10,12,0,6,68,0x2003095,150,1960,960,504,0
1180,NINE_TAIL,Nine Tail,Nine Tail,51,7766,0,2812,825,1,610,734,10,25,1,80,46,1,74,85,10,12,1,2,63,0x3695,150,840,540,480,0
//1181,ZOMBIE_DRAGON,Zombie Dragon,Zombie Dragon,1,1000,0,49500,1650,3,7900,9140,0,0,120,145,145,145,130,120,10,12,2,9,89,0x37B5,400,2700,1000,500,0
1182,THIEF_MUSHROOM,Thief Mushroom,Thief Mushroom,1,15,0,0,0,1,1,2,100,99,0,0,0,0,0,0,7,12,0,3,22,0x170000,2000,1,1,1,0
1183,CHONCHON_,Chonchon,Chonchon,4,67,0,5,4,1,10,13,10,0,1,10,4,5,12,2,10,12,0,4,24,0x2003885,200,1076,576,480,0
1184,FABRE_,Fabre,Fabre,1,30,0,1,0,1,4,7,0,0,1,2,1,1,4,5,10,12,0,4,22,0x2003885,400,1672,672,480,0
1185,WHISPER_,Whisper,Whisper,34,1796,0,537,545,1,198,239,0,45,1,51,14,0,60,0,10,12,0,1,28,0x0,150,1960,960,504,0
1186,WHISPER_BOSS,Giant Whisper,Giant Whisper,34,5040,0,537,545,1,198,239,0,45,1,51,14,0,60,0,10,12,0,6,48,0x2003695,250,2536,1536,672,0
1187,SWITCH,Switch,Switch,1,2,0,1,1,1,1,2,0,0,1,1,1,0,1,0,1,12,1,0,20,0x0,1,1,1,1,0
1188,BON_GUN,Bongun,Bongun,32,3520,0,424,242,1,220,260,0,0,45,15,36,10,48,15,10,12,1,1,29,0x3095,200,1720,500,420,0
1189,ORC_ARCHER,Orc Archer,Orc Archer,49,7440,0,1729,1787,9,310,390,10,5,1,44,25,20,125,20,10,12,1,7,22,0x3095,300,1960,620,480,0
1190,ORC_LORD,Orc Lord,Orc Lord,74,783000,0,62205,8580,1,3700,4150,40,5,85,82,30,70,110,85,10,12,2,7,82,0x6283695,100,1248,500,360,31102
1191,MIMIC,Mimic,Mimic,51,6120,182,165,165,1,150,900,10,40,44,121,1,60,75,110,10,12,1,0,60,0x3095,100,972,500,288,0
1192,WRAITH,Wraith,Wraith,53,10999,0,2199,1099,1,580,760,5,30,1,95,30,65,95,35,10,12,2,1,89,0x3695,300,1816,576,240,0
1193,ALARM,Alarm,Alarm,58,10647,0,3987,2300,1,480,600,15,15,1,62,72,10,85,45,10,12,1,0,60,0x3695,300,1020,500,768,0
1194,ARCLOUSE,Arclouse,Arclouze,59,6075,0,860,1000,1,570,640,10,15,1,75,5,5,75,50,10,12,1,4,42,0x2003095,100,960,500,480,0
1195,RIDEWORD,Rideword,Rideword,59,11638,0,2007,3106,1,584,804,5,35,48,75,10,20,120,45,10,12,0,0,60,0x3695,150,864,500,192,0
1196,SKEL_PRISONER,Skeleton Prisoner,Skeleton Prisoner,52,8691,0,2466,1562,1,660,890,10,20,55,20,36,0,76,25,10,12,1,1,69,0x308D,350,1848,500,576,0
1197,ZOMBIE_PRISONER,Zombie Prisoner,Zombie Prisoner,53,11280,0,2635,1724,1,780,930,10,20,1,24,39,0,72,25,10,12,1,1,69,0x308D,350,1768,500,192,0
1198,DARK_PRIEST,Dark Priest,Dark Priest,79,101992,0,12192,5152,2,1238,2037,56,70,5,91,41,101,103,42,10,12,1,6,89,0x620308D,200,864,1252,476,0
1199,PUNK,Punk,Punk,43,3620,0,1699,1033,1,292,365,0,45,1,105,5,45,65,20,10,12,0,3,24,0x3095,300,1500,500,1000,0
1200,ZHERLTHSH,Zherlthsh,Zealotus,63,18300,0,3608,2304,1,700,850,10,15,70,85,40,30,125,60,10,12,1,7,60,0x308D,200,800,2112,768,0
1201,RYBIO,Rybio,Rybio,71,9572,0,6317,3520,1,686,912,45,37,1,97,75,74,77,90,10,12,2,6,40,0x200308D,200,1790,1440,540,0
1202,PHENDARK,Phendark,Phendark,73,22729,0,6826,3443,2,794,1056,52,36,1,62,120,65,76,66,10,12,2,7,40,0x308D,175,1744,1344,600,0
1203,MYSTELTAINN,Mysteltainn,Mysteltainn,76,33350,0,6457,5159,2,1160,1440,30,30,77,139,80,35,159,65,10,12,2,0,87,0x6203695,250,1152,500,240,0
1204,TIRFING,Tirfing,Ogretooth,71,29900,0,5412,4235,1,950,1146,30,35,58,87,55,35,132,65,10,12,1,0,67,0x6203695,100,816,500,240,0
1205,EXECUTIONER,Executioner,Executioner,65,28980,0,4730,3536,2,570,950,35,35,64,85,40,25,88,60,10,12,2,0,47,0x6203695,200,768,500,384,0
1206,ANOLIAN,Anolian,Anolian,61,18960,0,5900,3700,1,640,980,15,15,1,43,58,25,80,65,10,12,1,5,41,0x3695,190,900,500,864,0
1207,STING,Sting,Sting,61,9500,0,4081,2970,1,850,1032,5,30,57,45,55,5,120,85,10,12,1,0,62,0x3695,300,528,500,240,0
1208,WANDER_MAN,Wander Man,Wanderer,74,8170,0,5786,4730,2,450,1170,5,5,1,192,38,45,127,85,10,12,1,6,24,0x2003695,100,672,500,192,0
1209,CRAMP,Cramp,Cramp,56,4720,0,2300,1513,1,395,465,0,5,1,85,35,5,65,60,10,12,0,2,45,0x3095,100,1000,500,1000,0
//1210,FILAMENTOUS,Filamentous,Filamentous,51,6088,0,1926,1353,1,425,525,35,10,1,35,30,5,83,40,10,12,1,4,23,0x3095,200,1500,500,1000,0
1211,BRILIGHT,Brilight,Brilight,46,5562,0,1826,1331,1,298,383,30,5,1,90,15,10,50,35,10,12,0,4,23,0x2003095,200,1500,500,1000,0
1212,IRON_FIST,Iron Fist,Iron Fist,47,4221,0,1435,1520,1,430,590,40,5,1,25,15,10,81,20,10,12,1,4,60,0x2003095,200,1500,500,1000,0
1213,HIGH_ORC,High Orc,High Orc,52,6890,0,3618,1639,1,428,533,15,5,55,46,55,35,82,40,10,12,2,7,43,0x3695,150,1500,500,1000,0
1214,CHOCO,Choco,Choco,43,4278,0,1265,1265,1,315,402,5,5,65,68,55,45,65,25,10,12,0,2,23,0x3095,200,1500,500,1000,0
1215,STEM_WORM,Stem Worm,Stem Worm,40,6136,0,1452,939,2,290,375,5,10,1,30,26,15,79,35,10,12,1,3,24,0x3095,200,1500,500,1000,0
1216,PENOMENA,Penomena,Penomena,57,7256,0,2870,2200,7,415,565,5,50,1,5,35,15,136,30,10,12,1,5,25,0x3695,400,832,500,600,0
1219,KNIGHT_OF_ABYSS,Knight of Abyss,Abysmal Knight,79,36140,0,8469,6268,1,1600,2150,55,50,66,68,64,25,135,50,10,12,2,7,87,0x3695,300,1500,500,1000,0
1220,M_DESERT_WOLF,Desert Wolf,Desert Wolf,27,1716,0,388,242,1,169,208,0,10,1,27,45,15,56,10,10,12,1,2,23,0x3695,200,1120,420,288,0
1221,M_SAVAGE,Savage,Savage,26,2092,0,357,226,1,146,177,10,5,1,26,54,10,37,10,10,12,2,2,42,0x3695,150,1960,960,384,0
//1222,L_HIGH_ORC,High Orc,High Orc,52,6890,0,2128,1490,1,428,533,15,5,1,46,55,35,82,40,10,12,2,7,43,0x3695,200,1500,500,1000,0
//1223,L_ORC,Orc,Orc,24,1400,0,261,160,1,114,136,10,5,1,24,48,25,34,10,10,12,1,7,22,0x3695,200,1864,864,288,0
//1224,L_POISON_SPORE,Poison Spore,Poison Spore,19,665,0,169,85,1,89,101,0,0,1,19,25,1,24,1,10,12,1,3,25,0x3695,200,1672,672,288,0
//1225,L_CHOCO,Choco,Choco,43,4278,0,1150,1150,1,315,402,5,5,1,68,55,45,65,25,10,12,0,2,23,0x3695,200,1500,500,1000,0
//1226,L_KOBOLD,Kobold,Kobold,36,3893,0,898,568,1,265,318,15,10,1,90,36,30,52,30,10,12,1,7,44,0x3695,200,1028,528,360,0
//1227,L_GOBLIN,Goblin,Goblin,25,1176,0,282,171,1,118,140,10,5,1,63,25,20,38,45,10,12,1,7,24,0x3695,100,1120,620,240,0
//1228,L_PHEN,Phen,Phen,26,3347,0,357,226,1,138,150,0,15,1,26,26,1,88,75,10,12,1,5,41,0x3695,150,2544,1344,1152,0
1229,META_FABRE,Fabre,Fabre,2,63,0,3,2,1,8,11,0,0,1,2,4,0,7,5,10,12,0,4,22,0x2000081,400,1672,672,480,0
1230,META_PUPA,Pupa,Pupa,2,427,0,2,4,0,1,2,20,20,1,1,1,0,1,20,10,12,0,4,22,0x2000000,1000,1001,1,1,0
1231,META_CREAMY,Creamy,Creamy,16,595,0,96,64,1,53,64,0,30,1,40,16,15,16,55,10,12,0,4,24,0x2000081,200,1220,720,288,0
1232,META_PECOPECO_EGG,Peco Peco Egg,Peco Peco Egg,3,420,0,4,4,0,1,2,20,20,1,1,1,0,1,20,10,12,0,0,60,0x0,1000,1001,1,1,0
//1233,CONCEIVE_PECOPECO,Peco Peco,Peco Peco,19,531,0,159,36,1,50,64,0,0,1,13,13,25,27,9,10,12,2,2,23,0x81,200,1564,864,576,0
1234,PROVOKE_YOYO,Yoyo,Yoyo,19,879,0,135,85,1,71,82,0,0,1,24,30,35,32,55,10,12,0,2,22,0x108B,200,1054,54,384,0
1235,SMOKING_ORC,Smoking Orc,Smoking Orc,24,1400,0,261,160,1,114,136,10,20,1,24,48,20,34,0,10,12,1,7,22,0x308D,200,1864,864,288,0
1236,META_ANT_EGG,Ant Egg,Ant Egg,4,420,0,5,4,0,1,2,20,20,1,1,1,0,1,20,10,12,0,0,60,0x0,1000,1001,1,1,0
1237,META_ANDRE,Andre,Andre,17,688,0,109,71,1,60,71,10,0,1,17,24,20,26,20,10,12,0,4,22,0x200108B,300,1288,288,576,0
1238,META_PIERE,Piere,Piere,18,733,0,122,78,1,64,75,15,0,1,18,26,20,27,15,10,12,0,4,22,0x200108B,200,1288,288,576,0
1239,META_DENIRO,Deniro,Deniro,19,760,0,135,85,1,68,79,15,0,1,19,30,20,43,10,10,12,0,4,22,0x200108B,150,1288,288,576,0
1240,META_PICKY,Picky,Picky,3,80,0,4,3,1,9,12,0,0,1,3,3,0,10,30,10,12,0,2,23,0x81,200,988,288,168,0
1241,META_PICKY_,Picky,Picky,4,83,0,5,4,1,8,11,20,0,1,3,3,0,11,20,10,12,0,2,23,0x81,200,988,288,168,0
1242,MARIN,Marin,Marin,15,742,0,66,44,1,39,43,0,10,1,10,10,5,35,15,10,12,1,3,41,0x81,400,1872,672,480,0
1243,SASQUATCH,Sasquatch,Sasquatch,30,3163,0,529,319,1,250,280,5,0,75,25,60,10,34,20,10,12,2,2,60,0x3695,300,1260,192,192,0
1244,JAKK_XMAS,Christmas Jakk,Christmas Jakk,38,3581,0,1113,688,1,315,382,5,30,1,38,38,43,75,45,10,12,1,0,43,0x81,200,1180,480,648,0
1245,GOBLINE_XMAS,Christmas Goblin,Christmas Goblin,25,1176,0,282,171,1,118,140,10,5,1,53,25,20,38,45,10,12,1,7,24,0x81,100,1120,620,240,0
1246,COOKIE_XMAS,Christmas Cookie,Christmas Cookie,28,2090,0,461,284,1,140,170,0,50,1,24,30,53,45,100,10,12,0,7,46,0x91,400,1248,1248,240,0
1247,ANTONIO,Antonio,Antonio,10,10,0,3,2,1,13,20,100,0,1,1,1,50,100,100,10,12,1,3,66,0x170081,100,720,720,432,0
1248,CRUISER,Cruiser,Cruiser,35,2820,0,1100,450,7,175,215,5,5,1,40,10,10,90,25,10,12,1,0,60,0x2085,400,1296,1296,432,0
1249,MYSTCASE,Myst Case,Myst Case,38,3450,0,1113,688,1,160,360,5,10,65,50,25,5,48,75,10,12,1,0,60,0x91,400,1248,1248,432,0
1250,CHEPET,Chepet,Chepet,42,4950,0,1518,946,1,380,440,0,25,1,72,35,71,65,85,10,12,1,7,23,0x3695,400,672,672,288,0
1251,KNIGHT_OF_WINDSTORM,Knight of Windstorm,Stormy Knight,77,240000,0,64350,21450,2,1425,1585,35,60,75,185,83,55,130,79,10,12,2,0,84,0x6283695,200,468,468,288,32175
1252,GARM,Garm,Hatii,73,197000,0,50050,20020,3,1700,1900,40,45,85,126,82,65,95,60,10,12,2,2,81,0x6283695,400,608,408,336,25025
1253,GARGOYLE,Gargoyle,Gargoyle,48,3950,0,1650,1650,9,290,360,10,10,15,61,20,20,126,40,10,12,1,6,64,0x2002085,200,1020,720,384,0
1254,RAGGLER,Raggler,Raggler,21,1020,0,218,140,1,102,113,0,5,18,10,32,20,39,35,10,12,0,2,24,0x3695,200,1000,900,384,0
1255,NERAID,Neraid,Nereid,40,4120,0,1126,684,1,325,360,0,10,1,45,50,5,64,5,10,12,0,2,22,0x3695,200,776,576,288,0
1256,PEST,Pest,Pest,40,3240,0,1238,752,1,375,450,0,5,1,60,22,5,80,5,10,12,0,2,47,0x3695,165,700,648,480,0
1257,INJUSTICE,Injustice,Injustice,51,7600,0,2118,1488,1,480,600,0,0,84,42,39,0,71,35,10,12,1,1,47,0x3695,400,770,720,336,0
1258,GOBLIN_ARCHER,Goblin Archer,Goblin Archer,28,1750,0,461,284,9,89,113,0,0,10,15,20,15,72,20,10,12,0,7,25,0x2085,200,1172,672,420,0
1259,GRYPHON,Gryphon,Gryphon,72,27800,0,5896,4400,1,880,1260,35,35,68,95,78,65,115,75,10,12,2,2,84,0x6203695,100,704,504,432,0
1260,DARK_FRAME,Dark Frame,Dark Frame,59,7500,0,3652,3271,1,960,1210,10,45,1,72,42,45,85,25,10,12,1,6,67,0x2003695,200,920,720,200,0
1261,WILD_ROSE,Wild Rose,Wild Rose,38,2980,0,1113,688,1,315,360,0,15,65,85,15,35,65,80,10,12,0,2,24,0x83,100,964,864,288,0
1262,MUTANT_DRAGON,Mutant Dragon,Mutant Dragonoid,65,62600,0,4730,3536,4,2400,3400,15,20,75,47,30,68,45,35,10,12,2,9,43,0x6203695,250,1280,1080,240,0
1263,WIND_GHOST,Wind Ghost,Wind Ghost,51,4820,0,2424,1488,2,489,639,0,45,1,89,15,90,85,25,10,12,1,6,64,0x2003695,150,1056,1056,336,0
1264,MERMAN,Merman,Merman,53,14690,0,4500,3000,2,482,964,10,35,72,45,46,35,60,55,10,12,1,7,61,0x3695,220,916,816,336,0
1265,COOKIE,Cookie,Cookie,25,950,0,310,188,1,130,145,0,25,1,35,20,53,37,90,10,12,0,7,60,0x1089,200,1036,936,240,0
1266,ASTER,Aster,Aster,18,1372,0,122,78,1,56,64,0,10,1,19,15,0,34,5,10,12,0,5,22,0x91,400,1264,864,216,0
1267,CARAT,Carat,Carat,51,5200,0,1926,1353,1,330,417,0,25,1,41,45,5,85,155,10,12,1,6,44,0x2003695,200,1078,768,384,0
1268,BLOODY_KNIGHT,Bloody Knight,Bloody Knight,82,57870,0,10120,6820,3,2150,3030,60,50,88,75,70,77,125,55,10,12,2,0,87,0x3695,250,828,528,192,0
1269,CLOCK,Clock,Clock,60,11050,0,3410,2904,1,720,909,15,10,1,70,50,25,90,50,10,12,1,0,42,0x91,200,1092,792,480,0
1270,C_TOWER_MANAGER,Clock Tower Manager,Clock Tower Manager,63,18600,0,4378,2850,3,880,1180,35,30,1,75,20,64,75,60,10,12,2,0,80,0x91,200,1072,672,384,0
1271,ALLIGATOR,Alligator,Alligator,42,6962,0,1379,866,1,315,360,2,5,1,45,50,10,69,65,10,12,1,2,21,0x91,200,1100,900,480,0
1272,DARK_LORD,Dark Lord,Dark Lord,80,720000,0,65780,45045,2,2800,3320,30,70,1,120,30,118,99,60,10,12,2,6,89,0x6283695,100,868,768,480,32890
1273,ORC_LADY,Orc Lady,Orc Lady,31,2000,0,644,407,1,135,170,10,10,35,42,25,15,69,55,10,12,1,7,42,0x3695,200,1050,900,288,0
1274,MEGALITH,Megalith,Megalith,45,5300,0,1758,1075,9,264,314,50,25,1,45,60,5,95,5,10,12,2,0,80,0x84,200,1332,1332,672,0
1275,ALICE,Alice,Alice,62,10000,221,3583,2400,1,550,700,5,5,64,64,42,85,100,130,10,12,1,7,60,0x91,200,502,2304,480,0
1276,RAYDRIC_ARCHER,Raydric Archer,Raydric Archer,52,5250,0,3025,2125,9,415,500,35,5,15,25,22,5,145,35,10,12,1,6,47,0x2002085,200,1152,1152,480,0
1277,GREATEST_GENERAL,Greatest General,Greatest General,40,3632,0,1238,752,3,350,400,15,15,1,20,60,55,82,140,10,12,1,0,43,0x84,200,1152,1152,384,0
1278,STALACTIC_GOLEM,Stalactic Golem,Stalactic Golem,60,18700,0,5808,2695,1,950,1260,50,5,73,45,85,5,90,25,10,12,2,0,80,0x91,200,1264,864,288,0
1279,TRI_JOINT,Tri Joint,Tri Joint,32,2300,0,386,220,1,178,206,20,5,1,48,24,10,67,20,10,12,0,4,22,0x2003695,200,860,660,624,0
1280,STEAM_GOBLIN,Steam Goblin,Goblin Steamrider,35,2490,0,864,495,1,234,269,20,5,58,59,32,15,75,25,10,12,1,7,44,0x91,200,1008,1008,528,0
1281,SAGEWORM,Sage Worm,Sage Worm,43,3850,0,1155,1320,1,120,280,0,50,1,52,24,88,79,55,10,12,0,2,60,0x91,200,936,936,288,0
1282,KOBOLD_ARCHER,Kobold Archer,Kobold Archer,33,2560,0,739,455,9,155,185,10,5,10,20,15,30,100,25,10,12,0,7,23,0x2085,200,1008,1008,384,0
1283,CHIMERA,Chimera,Chimera,70,32600,0,4950,3000,1,1200,1320,30,10,1,72,110,88,75,85,10,12,2,2,63,0x6203695,200,772,672,360,0
//1284,HUGELING,Hugeling,Hugeling,1,5000,0,2,1,4,7,10,0,0,1,1,1,1,6,1,10,12,2,3,21,0x91,200,1872,672,480,0
1285,ARCHER_GUARDIAN,Archer Guardian,Archer Guardian,74,28634,0,1,1,12,1120,1600,35,60,95,80,80,90,165,55,14,16,2,7,80,0x6201E85,265,1200,1200,384,0
1286,KNIGHT_GUARDIAN,Knight Guardian,Knight Guardian,86,30214,0,1,1,2,1280,1560,55,30,110,40,140,65,125,65,14,16,2,7,80,0x6201E85,275,1200,1200,384,0
1287,SOLDIER_GUARDIAN,Soldier Guardian,Soldier Guardian,56,15670,0,1,1,1,873,1036,35,0,85,56,100,45,103,43,10,12,0,4,22,0x6202085,265,1288,288,384,0
1288,EMPELIUM,Emperium,Emperium,90,68430,0,0,0,1,60,71,40,50,1,17,80,50,26,20,10,12,0,8,26,0x6200000,300,1288,288,384,0
1289,MAYA_PUPLE,Maya Purple,Maya Purple,81,55479,0,10496,3893,2,1447,2000,68,48,95,90,80,95,90,119,10,12,2,4,82,0x6203695,100,1024,1000,480,0
1290,SKELETON_GENERAL,Skeleton General,Skeleton General,73,17402,0,8170,3370,1,910,1089,25,25,90,25,40,20,77,25,10,12,1,1,29,0x3695,150,2276,576,432,0
1291,WRAITH_DEAD,Wraith Dead,Wraith Dead,74,43021,0,10341,3618,2,1366,1626,25,30,5,99,55,75,115,45,10,12,2,1,89,0x3695,175,1816,576,240,0
1292,MINI_DEMON,Mini Demon,Mini Demon,68,32538,0,8396,3722,1,1073,1414,30,25,5,75,40,55,89,42,10,12,0,6,27,0x2003695,150,1000,600,384,0
1293,CREMY_FEAR,Creamy Fear,Creamy Fear,62,13387,0,7365,2691,2,666,829,45,30,5,40,16,15,68,55,10,12,0,4,24,0x2003695,155,1136,720,840,0
1294,KILLER_MANTIS,Killer Mantis,Killer Mantis,56,13183,0,6509,2366,1,764,927,35,20,5,26,24,5,75,40,10,12,1,4,22,0x2003695,175,1528,660,432,0
1295,OWL_BARON,Owl Baron,Owl Baron,75,60746,0,10967,4811,2,1252,1610,65,25,25,25,80,95,95,55,10,12,2,6,60,0x6203695,175,1345,824,440,0
1296,KOBOLD_LEADER,Kobold Leader,Kobold Leader,65,18313,0,7432,2713,1,649,958,37,37,5,90,36,30,77,59,10,12,1,7,44,0x3695,150,1028,528,360,0
1297,ANCIENT_MUMMY,Ancient Mummy,Ancient Mummy,64,40599,0,8040,3499,1,836,1129,27,27,28,19,32,5,83,35,10,12,1,1,49,0x3695,175,1772,120,384,0
1298,ZOMBIE_MASTER,Zombie Master,Zombie Master,62,14211,0,7610,2826,1,824,1084,37,26,25,20,30,5,77,35,10,12,1,1,29,0x3695,175,2612,912,288,0
1299,GOBLIN_LEADER,Goblin Leader,Goblin Leader,64,20152,0,6036,2184,1,663,752,48,16,5,55,37,30,69,58,10,12,1,7,24,0x3695,120,1120,620,240,0
1300,CATERPILLAR,Caterpillar,Caterpillar,64,14439,0,6272,3107,1,894,1447,47,29,35,25,85,15,69,45,10,12,0,4,22,0x2003695,300,1672,672,480,0
1301,AM_MUT,Am Mut,Am Mut,61,12099,0,7709,2690,1,1040,1121,50,10,50,65,40,35,83,45,10,12,0,6,27,0x2003695,200,1156,456,384,0
1302,DARK_ILLUSION,Dark Illusion,Dark Illusion,77,103631,0,11163,4181,2,1300,1983,64,70,5,100,40,100,97,40,10,12,2,6,89,0x6203695,145,1024,768,480,0
1303,GIANT_HONET,Giant Hornet,Giant Hornet,56,13105,0,5785,2006,1,650,852,38,43,35,38,32,10,71,64,10,12,0,4,24,0x2003695,155,1292,792,340,0
1304,GIANT_SPIDER,Giant Spider,Giant Spider,55,11874,0,6211,2146,1,624,801,41,28,5,36,43,5,73,69,10,12,2,4,25,0x2003695,165,1468,468,768,0
1305,ANCIENT_WORM,Ancient Worm,Ancient Worm,67,22598,0,8174,3782,1,948,1115,35,30,5,35,56,55,81,72,10,12,2,4,25,0x2003695,165,1792,792,336,0
1306,LEIB_OLMAI,Leib Olmai,Leib Olmai,58,24233,0,6011,2171,1,740,1390,27,31,5,35,95,5,64,85,10,12,2,2,22,0x3695,175,1260,230,192,0
1307,CAT_O_NINE_TAIL,Cat o' Nine Tails,Cat o' Nine Tails,76,64512,0,10869,4283,1,1112,1275,61,55,55,75,55,82,86,120,10,12,1,6,63,0x6203695,155,1276,576,288,0
1308,PANZER_GOBLIN,Panzer Goblin,Panzer Goblin,59,14130,0,7212,2697,1,683,878,41,28,60,60,40,20,81,160,10,12,1,7,44,0x3695,200,960,1008,840,0
1309,GAJOMART,Gajomart,Gajomart,63,13669,0,6625,2900,1,917,950,85,50,5,34,10,5,75,140,10,12,0,0,83,0x3695,300,1000,1152,828,0
1310,MAJORUROS,Majoruros,Majoruros,66,57991,0,8525,3799,1,780,1300,10,25,65,50,75,50,85,48,10,12,2,2,43,0x3695,250,1100,960,780,0
1311,GULLINBURSTI,Gullinbursti,Gullinbursti,62,21331,0,5814,2376,1,699,1431,10,15,55,25,60,5,70,45,10,12,2,2,42,0x3695,150,1960,960,384,0
1312,TURTLE_GENERAL,Turtle General,Turtle General,97,320700,0,18202,9800,2,2438,3478,50,54,100,45,55,65,105,164,10,12,2,2,42,0x6283695,200,900,1000,500,9101
1313,MOBSTER,Mobster,Mobster,61,7991,0,4424,1688,1,910,1128,41,37,76,46,20,35,76,55,10,12,1,7,20,0x3695,250,1100,560,580,0
1314,PERMETER,Permeter,Permeter,63,8228,0,3756,1955,2,943,1211,46,45,69,59,60,5,69,100,10,12,1,2,40,0x91,250,1100,483,528,0
1315,ASSULTER,Assaulter,Assaulter,71,11170,0,4854,2654,2,764,1499,35,28,85,74,10,35,100,100,10,12,1,7,44,0x3695,155,1000,900,432,0
1316,SOLIDER,Solider,Solider,70,12099,0,4458,1951,2,797,979,57,43,69,35,85,5,74,100,10,12,1,2,42,0x91,250,1452,483,528,0
1317,FUR_SEAL,Fur Seal,Seal,63,9114,0,3765,1824,1,845,1203,25,33,5,28,22,15,69,84,10,12,1,2,21,0x3885,200,1612,622,583,0
1318,HEATER,Heater,Heater,68,11020,0,3766,2359,2,683,1008,40,42,69,47,25,5,71,100,10,12,1,2,43,0x3695,250,1452,483,528,0
1319,FREEZER,Freezer,Freezer,72,8636,0,3665,2197,2,671,983,55,43,69,41,59,5,67,100,10,12,1,2,41,0x3695,250,1452,483,528,0
1320,OWL_DUKE,Owl Duke,Owl Duke,75,26623,0,7217,3474,1,715,910,27,49,15,45,40,75,79,88,10,12,2,6,60,0x6203695,195,1345,824,440,0
1321,DRAGON_TAIL,Dragon Tail,Dragon Tail,61,8368,0,3587,1453,1,520,715,25,19,10,68,15,5,67,67,10,12,1,4,44,0x2003695,175,862,534,312,0
1322,SPRING_RABBIT,Spring Rabbit,Spring Rabbit,58,9045,0,3982,1766,1,585,813,29,21,45,61,5,15,77,90,10,12,1,2,42,0x83,160,1120,552,511,0
1323,SEE_OTTER,Sea Otter,Sea Otter,59,9999,0,3048,1642,1,650,813,33,35,5,36,40,25,82,65,10,12,1,2,61,0x3885,190,1132,583,532,0
1324,TREASURE_BOX1,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0
1325,TREASURE_BOX2,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0
1326,TREASURE_BOX3,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0
1327,TREASURE_BOX4,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0
1328,TREASURE_BOX5,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0
1329,TREASURE_BOX6,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0
1330,TREASURE_BOX7,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0
