# ============================================================
# EXCLUDED ITEMS REPORT
# Items that did NOT pass verification
# ============================================================
# Generated: 2025-12-01 02:55:29
# Total excluded: 986
# Format: ItemID,ItemName,ExclusionReason,FileFound
# ============================================================

1017,Mole Whiskers,Quest requirement: countitem in npc/re/quests/eden/26-40.txt; Quest requirement: delitem in npc/re/quests/eden/26-40.txt; Quest requirement: countitem in npc/quests/guildrelay.txt,npc/re/quests/eden/26-40.txt; npc/quests/guildrelay.txt
1018,Mole Claw,Quest requirement: countitem in npc/re/quests/eden/26-40.txt; Quest requirement: delitem in npc/re/quests/eden/26-40.txt,npc/re/quests/eden/26-40.txt
1019,Trunk,Job quest: countitem in npc/pre-re/jobs/1-1/archer.txt; Job quest: delitem in npc/pre-re/jobs/1-1/archer.txt; Job quest: countitem in npc/jobs/1-1e/gunslinger.txt,npc/pre-re/jobs/1-1/archer.txt; npc/jobs/1-1e/gunslinger.txt
1020,Black Hair,NPC Shop: countitem in npc/pre-re/merchants/hair_style.txt; NPC Shop: delitem in npc/pre-re/merchants/hair_style.txt; Quest requirement: countitem in npc/custom/quests/thq/THQS_Quests.txt,npc/pre-re/merchants/hair_style.txt; npc/custom/quests/thq/THQS_Quests.txt
1021,Dokebi Horn,Quest requirement: countitem in npc/pre-re/quests/collection/quest_dokebi.txt; Quest requirement: delitem in npc/pre-re/quests/collection/quest_dokebi.txt; Quest requirement: countitem in npc/quests/partyrelay.txt,npc/pre-re/quests/collection/quest_dokebi.txt; npc/quests/partyrelay.txt
1022,Nine Tails,Quest requirement: countitem in npc/custom/quests/thq/THQS_Quests.txt; Quest requirement: delitem in npc/custom/quests/thq/THQS_Quests.txt; Quest requirement: countitem in npc/quests/quests_amatsu.txt,npc/custom/quests/thq/THQS_Quests.txt; npc/quests/quests_amatsu.txt
1023,Fish Tail,Quest requirement: countitem in npc/re/quests/quests_malangdo.txt; Quest requirement: delitem in npc/re/quests/quests_malangdo.txt; Quest requirement: countitem in npc/quests/partyrelay.txt,npc/re/quests/quests_malangdo.txt; npc/quests/partyrelay.txt
1024,Squid Ink,Job quest: countitem in npc/jobs/2-2/sage.txt; Job quest: delitem in npc/jobs/2-2/sage.txt; Script reference: countitem in npc/cities/lutie.txt,npc/jobs/2-2/sage.txt; npc/cities/lutie.txt
1025,Cobweb,Job quest: countitem in npc/jobs/2-2/monk.txt; Job quest: delitem in npc/jobs/2-2/monk.txt; Quest requirement: countitem in npc/quests/quests_comodo.txt,npc/jobs/2-2/monk.txt; npc/quests/quests_comodo.txt
1026,Acorn,Quest requirement: countitem in npc/re/quests/eden/26-40.txt; Quest requirement: delitem in npc/re/quests/eden/26-40.txt; Quest requirement: countitem in npc/pre-re/quests/collection/quest_coco.txt,npc/re/quests/eden/26-40.txt; npc/pre-re/quests/collection/quest_coco.txt
1027,Porcupine Quill,Quest requirement: countitem in npc/pre-re/quests/collection/quest_caramel.txt; Quest requirement: delitem in npc/pre-re/quests/collection/quest_caramel.txt; Job quest: countitem in npc/jobs/2-2/monk.txt,npc/pre-re/quests/collection/quest_caramel.txt; npc/jobs/2-2/monk.txt
1028,Mane,Quest requirement: countitem in npc/custom/quests/thq/THQS_Quests.txt; Quest requirement: delitem in npc/custom/quests/thq/THQS_Quests.txt; Quest requirement: countitem in npc/quests/newgears/2006_headgears.txt,npc/custom/quests/thq/THQS_Quests.txt; npc/quests/newgears/2006_headgears.txt
1029,Tiger Skin,No valid mob drops found in mob_db.yml; Quest requirement: countitem in npc/custom/quests/may_hats.txt; Quest requirement: delitem in npc/custom/quests/may_hats.txt,mob_db.yml; npc/custom/quests/may_hats.txt
1030,Tiger's Footskin,Quest requirement: countitem in npc/custom/quests/may_hats.txt; Quest requirement: delitem in npc/custom/quests/may_hats.txt; Quest requirement: countitem in npc/quests/quests_alberta.txt,npc/custom/quests/may_hats.txt; npc/quests/quests_alberta.txt
1032,Maneater Blossom,Job quest: countitem in npc/jobs/2-2/bard.txt; Quest requirement: countitem in npc/quests/newgears/2008_headgears.txt; Quest requirement: delitem in npc/quests/newgears/2008_headgears.txt,npc/jobs/2-2/bard.txt; npc/quests/newgears/2008_headgears.txt
1033,Maneater Root,Quest requirement: countitem in npc/quests/quests_veins.txt; Quest requirement: delitem in npc/quests/quests_veins.txt,npc/quests/quests_veins.txt
1035,Dragon Canine,Script reference: countitem in npc/warps/fields/abyss_warper.txt; Script reference: delitem in npc/warps/fields/abyss_warper.txt,npc/warps/fields/abyss_warper.txt
1036,Dragon Scale,Script reference: countitem in npc/warps/fields/abyss_warper.txt; Script reference: delitem in npc/warps/fields/abyss_warper.txt; Quest requirement: countitem in npc/quests/ninja_quests.txt,npc/warps/fields/abyss_warper.txt; npc/quests/ninja_quests.txt
1037,Dragon Tail,Script reference: countitem in npc/warps/fields/abyss_warper.txt; Script reference: delitem in npc/warps/fields/abyss_warper.txt,npc/warps/fields/abyss_warper.txt
1038,Little Evil Horn,Quest requirement: countitem in npc/quests/the_sign_quest.txt; Quest requirement: delitem in npc/quests/the_sign_quest.txt; Quest requirement: countitem in npc/quests/quests_nameless.txt,npc/quests/the_sign_quest.txt; npc/quests/quests_nameless.txt
1040,Elder Pixie's Moustache,Quest requirement: countitem in npc/custom/quests/elvenear.txt; Quest requirement: delitem in npc/custom/quests/elvenear.txt; Quest requirement: countitem in npc/custom/quests/thq/THQS_Quests.txt,npc/custom/quests/elvenear.txt; npc/custom/quests/thq/THQS_Quests.txt
1041,Lantern,Quest requirement: countitem in npc/custom/quests/thq/THQS_Quests.txt; Quest requirement: delitem in npc/custom/quests/thq/THQS_Quests.txt; Quest requirement: countitem in npc/quests/seals/megingard_seal.txt,npc/custom/quests/thq/THQS_Quests.txt; npc/quests/seals/megingard_seal.txt
1042,Bug Leg,Job quest: countitem in npc/jobs/2-2/monk.txt; Job quest: delitem in npc/jobs/2-2/monk.txt,npc/jobs/2-2/monk.txt
1043,Orc Claw,Quest requirement: countitem in npc/quests/gunslinger_quests.txt; Quest requirement: delitem in npc/quests/gunslinger_quests.txt,npc/quests/gunslinger_quests.txt
1046,Scorpion Nipper,No valid mob drops found in mob_db.yml,mob_db.yml
1047,Dead Medusa,No valid mob drops found in mob_db.yml,mob_db.yml
1048,Horrendous Hair,Quest requirement: countitem in npc/quests/partyrelay.txt; Quest requirement: delitem in npc/quests/partyrelay.txt; Quest requirement: countitem in npc/quests/guildrelay.txt,npc/quests/partyrelay.txt; npc/quests/guildrelay.txt
1049,Skirt of Virgin,Quest reward: getitem in npc/quests/eye_of_hellion.txt; Quest requirement: countitem in npc/quests/eye_of_hellion.txt; Quest requirement: delitem in npc/quests/eye_of_hellion.txt,npc/quests/eye_of_hellion.txt; npc/quests/quests_payon.txt
1050,Tendon,Quest requirement: countitem in npc/quests/seals/sleipnir_seal.txt; Quest requirement: delitem in npc/quests/seals/sleipnir_seal.txt,npc/quests/seals/sleipnir_seal.txt
1051,Detonator,Quest requirement: countitem in npc/quests/seals/sleipnir_seal.txt; Quest requirement: delitem in npc/quests/seals/sleipnir_seal.txt,npc/quests/seals/sleipnir_seal.txt
1052,Single Cell,Quest requirement: countitem in npc/quests/seals/sleipnir_seal.txt; Quest requirement: delitem in npc/quests/seals/sleipnir_seal.txt,npc/quests/seals/sleipnir_seal.txt
1053,Ancient Tooth,Quest requirement: countitem in npc/quests/newgears/2006_headgears.txt; Quest requirement: countitem in npc/quests/seals/sleipnir_seal.txt; Quest requirement: delitem in npc/quests/seals/sleipnir_seal.txt,npc/quests/newgears/2006_headgears.txt; npc/quests/seals/sleipnir_seal.txt
1054,Ancient Lips,Quest requirement: countitem in npc/quests/quests_brasilis.txt; Quest requirement: delitem in npc/quests/quests_brasilis.txt; Quest requirement: countitem in npc/quests/quests_alberta.txt,npc/quests/quests_brasilis.txt; npc/quests/quests_alberta.txt
1055,Earthworm Peeling,Quest requirement: countitem in npc/pre-re/quests/collection/quest_hode.txt; Quest requirement: delitem in npc/pre-re/quests/collection/quest_hode.txt; Job quest: countitem in npc/jobs/2-2/monk.txt,npc/pre-re/quests/collection/quest_hode.txt; npc/jobs/2-2/monk.txt
1057,Moth Dust,Quest requirement: countitem in npc/quests/skills/alchemist_skills.txt; Quest requirement: delitem in npc/quests/skills/alchemist_skills.txt,npc/quests/skills/alchemist_skills.txt
1058,Moth Wings,Quest requirement: countitem in npc/quests/skills/swordman_skills.txt; Quest requirement: delitem in npc/quests/skills/swordman_skills.txt,npc/quests/skills/swordman_skills.txt
1059,Fabric,Quest requirement: countitem in npc/re/quests/newgears/2010_headgears.txt; Quest requirement: delitem in npc/re/quests/newgears/2010_headgears.txt; Quest requirement: countitem in npc/custom/quests/event_6_new_hats.txt,npc/re/quests/newgears/2010_headgears.txt; npc/custom/quests/event_6_new_hats.txt
1060,Golden Hair,NPC Shop: countitem in npc/pre-re/merchants/hair_style.txt; NPC Shop: delitem in npc/pre-re/merchants/hair_style.txt; Quest requirement: countitem in npc/quests/quests_nameless.txt,npc/pre-re/merchants/hair_style.txt; npc/quests/quests_nameless.txt
1061,Witched Starsand,Quest requirement: countitem in npc/quests/quests_gonryun.txt; Quest requirement: delitem in npc/quests/quests_gonryun.txt,npc/quests/quests_gonryun.txt
1062,Jack o' Pumpkin,Event script: countitem in npc/events/halloween_2009.txt; Event script: delitem in npc/events/halloween_2009.txt; Quest requirement: countitem in npc/quests/quests_nameless.txt,npc/events/halloween_2009.txt; npc/quests/quests_nameless.txt
1064,Reins,Quest requirement: countitem in npc/pre-re/quests/quests_morocc.txt; Quest requirement: delitem in npc/pre-re/quests/quests_morocc.txt,npc/pre-re/quests/quests_morocc.txt
1065,Trap,Event script: countitem in npc/events/MemorialDay_2008.txt,npc/events/MemorialDay_2008.txt
1066,Fine-grained Trunk,Job quest: countitem in npc/pre-re/jobs/1-1/archer.txt; Job quest: delitem in npc/pre-re/jobs/1-1/archer.txt; Job quest: countitem in npc/jobs/2-2/bard.txt,npc/pre-re/jobs/1-1/archer.txt; npc/jobs/2-2/bard.txt
1067,Solid Trunk,Job quest: countitem in npc/pre-re/jobs/1-1/archer.txt; Job quest: delitem in npc/pre-re/jobs/1-1/archer.txt; Job quest: countitem in npc/jobs/2-2/bard.txt,npc/pre-re/jobs/1-1/archer.txt; npc/jobs/2-2/bard.txt
1068,Barren Trunk,Job quest: countitem in npc/pre-re/jobs/1-1/archer.txt; Job quest: delitem in npc/pre-re/jobs/1-1/archer.txt; Job quest: countitem in npc/jobs/2-2/bard.txt,npc/pre-re/jobs/1-1/archer.txt; npc/jobs/2-2/bard.txt
1069,Orange Net Mushroom,Job quest: countitem in npc/pre-re/jobs/1-1/thief.txt; Job quest: delitem in npc/pre-re/jobs/1-1/thief.txt; Job quest: countitem in npc/jobs/2-2/monk.txt,npc/pre-re/jobs/1-1/thief.txt; npc/jobs/2-2/monk.txt
1070,Orange Gooey Mushroom,Job quest: countitem in npc/pre-re/jobs/1-1/thief.txt; Job quest: delitem in npc/pre-re/jobs/1-1/thief.txt; Job quest: countitem in npc/jobs/2-2/monk.txt,npc/pre-re/jobs/1-1/thief.txt; npc/jobs/2-2/monk.txt
1071,Unknown Test Tube,No valid mob drops found in mob_db.yml; Job quest: countitem in npc/pre-re/jobs/1-1/mage.txt; Job quest: delitem in npc/pre-re/jobs/1-1/mage.txt,mob_db.yml; npc/pre-re/jobs/1-1/mage.txt
1072,Delivery Message,No valid mob drops found in mob_db.yml; Job quest: getitem in npc/pre-re/jobs/1-1/merchant.txt; Job quest: countitem in npc/pre-re/jobs/1-1/merchant.txt,mob_db.yml; npc/pre-re/jobs/1-1/merchant.txt
1073,Voucher,Quest-named: Name contains 'voucher'; No valid mob drops found in mob_db.yml; Job quest: countitem in npc/pre-re/jobs/1-1/merchant.txt,Name analysis; mob_db.yml
1074,Voucher,Quest-named: Name contains 'voucher'; No valid mob drops found in mob_db.yml; Job quest: countitem in npc/pre-re/jobs/1-1/merchant.txt,Name analysis; mob_db.yml
1075,Voucher,Quest-named: Name contains 'voucher'; No valid mob drops found in mob_db.yml; Job quest: countitem in npc/pre-re/jobs/1-1/merchant.txt,Name analysis; mob_db.yml
1076,Voucher,Quest-named: Name contains 'voucher'; No valid mob drops found in mob_db.yml; Job quest: countitem in npc/pre-re/jobs/1-1/merchant.txt,Name analysis; mob_db.yml
1077,Voucher,Quest-named: Name contains 'voucher'; No valid mob drops found in mob_db.yml; Job quest: countitem in npc/pre-re/jobs/1-1/merchant.txt,Name analysis; mob_db.yml
1078,Voucher,Quest-named: Name contains 'voucher'; No valid mob drops found in mob_db.yml; Job quest: countitem in npc/pre-re/jobs/1-1/merchant.txt,Name analysis; mob_db.yml
1079,Voucher,Quest-named: Name contains 'voucher'; No valid mob drops found in mob_db.yml; Job quest: countitem in npc/pre-re/jobs/1-1/merchant.txt,Name analysis; mob_db.yml
1080,Voucher,Quest-named: Name contains 'voucher'; No valid mob drops found in mob_db.yml; Job quest: countitem in npc/pre-re/jobs/1-1/merchant.txt,Name analysis; mob_db.yml
1081,Delivery Box,No valid mob drops found in mob_db.yml; Custom script: countitem in npc/re/custom/lasagna/lasagna_npcs.txt; Custom script: delitem in npc/re/custom/lasagna/lasagna_npcs.txt,mob_db.yml; npc/re/custom/lasagna/lasagna_npcs.txt
1082,Delivery Box,No valid mob drops found in mob_db.yml; Job quest: countitem in npc/pre-re/jobs/1-1/merchant.txt; Job quest: delitem in npc/pre-re/jobs/1-1/merchant.txt,mob_db.yml; npc/pre-re/jobs/1-1/merchant.txt
1083,Delivery Box,No valid mob drops found in mob_db.yml; Job quest: countitem in npc/pre-re/jobs/1-1/merchant.txt; Quest requirement: countitem in npc/custom/quests/thq/THQS_Quests.txt,mob_db.yml; npc/pre-re/jobs/1-1/merchant.txt
1084,Kafra Pass,Quest-named: Name contains 'pass'; No valid mob drops found in mob_db.yml; Script reference: countitem in npc/cities/aldebaran.txt,Name analysis; mob_db.yml
1085,Unknown Test Tube,No valid mob drops found in mob_db.yml; Job quest: countitem in npc/pre-re/jobs/1-1/mage.txt; Job quest: delitem in npc/pre-re/jobs/1-1/mage.txt,mob_db.yml; npc/pre-re/jobs/1-1/mage.txt
1086,Unknown Test Tube,No valid mob drops found in mob_db.yml; Job quest: countitem in npc/pre-re/jobs/1-1/mage.txt; Job quest: delitem in npc/pre-re/jobs/1-1/mage.txt,mob_db.yml; npc/pre-re/jobs/1-1/mage.txt
1087,Unknown Test Tube,No valid mob drops found in mob_db.yml; Job quest: countitem in npc/pre-re/jobs/1-1/mage.txt; Job quest: delitem in npc/pre-re/jobs/1-1/mage.txt,mob_db.yml; npc/pre-re/jobs/1-1/mage.txt
1088,Morocc Solution,No valid mob drops found in mob_db.yml; Job quest: countitem in npc/pre-re/jobs/1-1/mage.txt; Job quest: delitem in npc/pre-re/jobs/1-1/mage.txt,mob_db.yml; npc/pre-re/jobs/1-1/mage.txt
1089,Payon Solution,No valid mob drops found in mob_db.yml; Job quest: countitem in npc/pre-re/jobs/1-1/mage.txt; Job quest: delitem in npc/pre-re/jobs/1-1/mage.txt,mob_db.yml; npc/pre-re/jobs/1-1/mage.txt
1090,Unknown Test Tube,No valid mob drops found in mob_db.yml; Job quest: countitem in npc/pre-re/jobs/1-1/mage.txt; Job quest: delitem in npc/pre-re/jobs/1-1/mage.txt,mob_db.yml; npc/pre-re/jobs/1-1/mage.txt
1091,Delivery Box,No valid mob drops found in mob_db.yml; Job quest: countitem in npc/pre-re/jobs/1-1/merchant.txt; Job quest: delitem in npc/pre-re/jobs/1-1/merchant.txt,mob_db.yml; npc/pre-re/jobs/1-1/merchant.txt
1092,Empty Test Tube,No valid mob drops found in mob_db.yml; Quest reward: getitem in npc/re/quests/quests_mora.txt; Quest requirement: countitem in npc/re/quests/quests_mora.txt,mob_db.yml; npc/re/quests/quests_mora.txt
1093,Empty Potion Bottle,No valid mob drops found in mob_db.yml; Quest requirement: countitem in npc/quests/quests_louyang.txt; Quest requirement: delitem in npc/quests/quests_louyang.txt,mob_db.yml; npc/quests/quests_louyang.txt
1094,Short Daenggie,NPC Shop: countitem in npc/pre-re/merchants/hair_style.txt; NPC Shop: delitem in npc/pre-re/merchants/hair_style.txt,npc/pre-re/merchants/hair_style.txt
1095,Needle of Alarm,Quest requirement: countitem in npc/quests/newgears/2004_headgears.txt; Quest requirement: delitem in npc/quests/newgears/2004_headgears.txt,npc/quests/newgears/2004_headgears.txt
1096,Round Shell,Quest requirement: countitem in npc/custom/quests/thq/THQS_Quests.txt; Quest requirement: delitem in npc/custom/quests/thq/THQS_Quests.txt; Quest requirement: countitem in npc/quests/guildrelay.txt,npc/custom/quests/thq/THQS_Quests.txt; npc/quests/guildrelay.txt
1097,Worn Out Page,Quest requirement: countitem in npc/re/quests/quests_eclage.txt; Quest requirement: delitem in npc/re/quests/quests_eclage.txt; Job quest: getitem in npc/jobs/2-2/rogue.txt,npc/re/quests/quests_eclage.txt; npc/jobs/2-2/rogue.txt
1099,Worn-out Prison Uniform,Quest requirement: countitem in npc/quests/quests_comodo.txt; Quest requirement: delitem in npc/quests/quests_comodo.txt,npc/quests/quests_comodo.txt
7001,Mould Powder,Quest requirement: countitem in npc/re/quests/quests_eclage.txt; Quest requirement: delitem in npc/re/quests/quests_eclage.txt; Quest requirement: countitem in npc/re/quests/quests_16_1.txt,npc/re/quests/quests_eclage.txt; npc/re/quests/quests_16_1.txt
7002,Ogre Tooth,Quest requirement: countitem in npc/quests/doomed_swords.txt; Quest requirement: delitem in npc/quests/doomed_swords.txt; Quest requirement: countitem in npc/quests/doomed_swords_quest.txt,npc/quests/doomed_swords.txt; npc/quests/doomed_swords_quest.txt
7003,Anolian Skin,Quest requirement: countitem in npc/pre-re/quests/collection/quest_alligator.txt; Quest requirement: delitem in npc/pre-re/quests/collection/quest_alligator.txt; Quest requirement: countitem in npc/quests/partyrelay.txt,npc/pre-re/quests/collection/quest_alligator.txt; npc/quests/partyrelay.txt
7004,Mud Lump,Quest reward: getitem in npc/quests/quests_louyang.txt; Quest requirement: countitem in npc/quests/quests_louyang.txt; Quest requirement: delitem in npc/quests/quests_louyang.txt,npc/quests/quests_louyang.txt
7005,Skull,Quest requirement: countitem in npc/custom/quests/thq/THQS_Quests.txt; Quest requirement: delitem in npc/custom/quests/thq/THQS_Quests.txt,npc/custom/quests/thq/THQS_Quests.txt
7012,Tough Scalelike Stem,Quest requirement: countitem in npc/quests/quests_lutie.txt; Quest requirement: delitem in npc/quests/quests_lutie.txt,npc/quests/quests_lutie.txt
7013,Coral Reef,Quest requirement: countitem in npc/quests/the_sign_quest.txt; Quest requirement: delitem in npc/quests/the_sign_quest.txt; Quest requirement: countitem in npc/quests/quests_alberta.txt,npc/quests/the_sign_quest.txt; npc/quests/quests_alberta.txt
7014,Old Portrait,Quest requirement: countitem in npc/quests/monstertamers.txt; Quest requirement: delitem in npc/quests/monstertamers.txt,npc/quests/monstertamers.txt
7015,Bookclip in Memory,Quest requirement: countitem in npc/quests/quests_hugel.txt; Quest requirement: delitem in npc/quests/quests_hugel.txt; Quest requirement: countitem in npc/quests/newgears/2006_headgears.txt,npc/quests/quests_hugel.txt; npc/quests/newgears/2006_headgears.txt
7017,Executioner's Mitten,Quest requirement: countitem in npc/quests/doomed_swords.txt; Quest requirement: delitem in npc/quests/doomed_swords.txt,npc/quests/doomed_swords.txt
7018,Young Twig,Quest requirement: countitem in npc/quests/doomed_swords.txt; Quest requirement: delitem in npc/quests/doomed_swords.txt,npc/quests/doomed_swords.txt
7019,Loki's Whispers,Quest requirement: countitem in npc/quests/doomed_swords.txt; Quest requirement: delitem in npc/quests/doomed_swords.txt; Quest requirement: countitem in npc/quests/doomed_swords_quest.txt,npc/quests/doomed_swords.txt; npc/quests/doomed_swords_quest.txt
7020,Mother's Nightmare,Quest requirement: countitem in npc/quests/doomed_swords.txt; Quest requirement: delitem in npc/quests/doomed_swords.txt,npc/quests/doomed_swords.txt
7021,Foolishness of the Blind,Quest requirement: countitem in npc/quests/doomed_swords.txt; Quest requirement: delitem in npc/quests/doomed_swords.txt; Quest requirement: countitem in npc/quests/doomed_swords_quest.txt,npc/quests/doomed_swords.txt; npc/quests/doomed_swords_quest.txt
7022,Old Hilt,Quest requirement: countitem in npc/quests/ninja_quests.txt; Quest requirement: delitem in npc/quests/ninja_quests.txt; Quest requirement: countitem in npc/quests/doomed_swords.txt,npc/quests/ninja_quests.txt; npc/quests/doomed_swords.txt
7023,Blade Lost in Darkness,Quest requirement: countitem in npc/quests/doomed_swords.txt; Quest requirement: delitem in npc/quests/doomed_swords.txt; Quest requirement: countitem in npc/quests/doomed_swords_quest.txt,npc/quests/doomed_swords.txt; npc/quests/doomed_swords_quest.txt
7024,Bloody Edge,Quest requirement: countitem in npc/quests/doomed_swords.txt; Quest requirement: delitem in npc/quests/doomed_swords.txt; Quest requirement: countitem in npc/quests/doomed_swords_quest.txt,npc/quests/doomed_swords.txt; npc/quests/doomed_swords_quest.txt
7025,Lucifer's Lament,Trade: NoDrop=true; Trade: NoTrade=true; No valid mob drops found in mob_db.yml,item_db_etc.yml; item_db_etc.yml
7026,Key of Clock Tower,Quest-named: Name contains 'key',Name analysis
7027,Key of Underground,Quest-named: Name contains 'key',Name analysis
7028,Invite for Duel,No valid mob drops found in mob_db.yml; Script reference: countitem in npc/other/pvp.txt; Script reference: delitem in npc/other/pvp.txt,mob_db.yml; npc/other/pvp.txt
7029,Admission for Duel,No valid mob drops found in mob_db.yml; Script reference: countitem in npc/other/pvp.txt; Script reference: delitem in npc/other/pvp.txt,mob_db.yml; npc/other/pvp.txt
7030,Claw of Desert Wolf,Quest requirement: countitem in npc/quests/quests_yuno.txt; Quest requirement: delitem in npc/quests/quests_yuno.txt; Quest requirement: countitem in npc/quests/quests_lutie.txt,npc/quests/quests_yuno.txt; npc/quests/quests_lutie.txt
7031,Old Frying Pan,Quest requirement: countitem in npc/quests/cooking_quest.txt; Quest requirement: delitem in npc/quests/cooking_quest.txt; Quest requirement: countitem in npc/quests/quests_moscovia.txt,npc/quests/cooking_quest.txt; npc/quests/quests_moscovia.txt
7032,Piece of Egg Shell,Quest requirement: countitem in npc/quests/quests_yuno.txt; Quest requirement: delitem in npc/quests/quests_yuno.txt,npc/quests/quests_yuno.txt
7033,Poison Spore,Job quest: countitem in npc/jobs/2-2/monk.txt; Job quest: delitem in npc/jobs/2-2/monk.txt; Quest requirement: countitem in npc/quests/the_sign_quest.txt,npc/jobs/2-2/monk.txt; npc/quests/the_sign_quest.txt
7034,Red Stocking,Event script: countitem in npc/events/xmas.txt; Event script: delitem in npc/events/xmas.txt,npc/events/xmas.txt
7035,Matchstick,Quest requirement: countitem in npc/quests/quests_nameless.txt; Quest requirement: delitem in npc/quests/quests_nameless.txt; Quest requirement: countitem in npc/quests/quests_lutie.txt,npc/quests/quests_nameless.txt; npc/quests/quests_lutie.txt
7036,Fang of Hatii,Quest requirement: countitem in npc/quests/quests_payon.txt; Quest requirement: delitem in npc/quests/quests_payon.txt,npc/quests/quests_payon.txt
7037,Coupon,No valid mob drops found in mob_db.yml,mob_db.yml
7038,Yarn,Quest requirement: countitem in npc/re/quests/quests_malangdo.txt; Quest requirement: delitem in npc/re/quests/quests_malangdo.txt; Quest requirement: countitem in npc/quests/quests_moscovia.txt,npc/re/quests/quests_malangdo.txt; npc/quests/quests_moscovia.txt
7039,Newbie Tag,No valid mob drops found in mob_db.yml; Quest requirement: countitem in npc/quests/skills/novice_skills.txt; Quest requirement: delitem in npc/quests/skills/novice_skills.txt,mob_db.yml; npc/quests/skills/novice_skills.txt
7040,Megaphone,No valid mob drops found in mob_db.yml; Quest requirement: countitem in npc/quests/quests_veins.txt; Quest requirement: delitem in npc/quests/quests_veins.txt,mob_db.yml; npc/quests/quests_veins.txt
7041,Fine Grit,Quest requirement: countitem in npc/quests/skills/thief_skills.txt; Quest requirement: delitem in npc/quests/skills/thief_skills.txt,npc/quests/skills/thief_skills.txt
7042,Leather Bag of Infinity,No valid mob drops found in mob_db.yml; Quest requirement: delitem in npc/quests/skills/thief_skills.txt; Quest reward: getitem in npc/quests/skills/thief_skills.txt,mob_db.yml; npc/quests/skills/thief_skills.txt
7043,Fine Sand,Quest requirement: countitem in npc/re/quests/quests_16_1.txt; Quest requirement: delitem in npc/re/quests/quests_16_1.txt; Job quest: getitem in npc/jobs/2-2/alchemist.txt,npc/re/quests/quests_16_1.txt; npc/jobs/2-2/alchemist.txt
7044,Vigorgra,No valid mob drops found in mob_db.yml; Quest requirement: countitem in npc/quests/the_sign_quest.txt; Quest requirement: delitem in npc/quests/the_sign_quest.txt,mob_db.yml; npc/quests/the_sign_quest.txt
7045,Magic Paint,No valid mob drops found in mob_db.yml,mob_db.yml
7046,Cart Parts,No valid mob drops found in mob_db.yml,mob_db.yml
7047,Alice's Apron,Quest requirement: countitem in npc/quests/quests_lutie.txt; Quest requirement: delitem in npc/quests/quests_lutie.txt,npc/quests/quests_lutie.txt
7048,Talon of Griffon,Quest requirement: countitem in npc/quests/quests_payon.txt; Quest requirement: delitem in npc/quests/quests_payon.txt,npc/quests/quests_payon.txt
7049,Stone,Job quest: getitem in npc/re/jobs/3-2/royal_guard.txt; Job quest: countitem in npc/re/jobs/novice/academy.txt; Quest reward: getitem in npc/re/quests/quests_dewata.txt,npc/re/jobs/3-2/royal_guard.txt; npc/re/jobs/novice/academy.txt
7050,Cotton Mat,No valid mob drops found in mob_db.yml,mob_db.yml
7051,Silk Mat,No valid mob drops found in mob_db.yml,mob_db.yml
7052,Old Papers,No valid mob drops found in mob_db.yml,mob_db.yml
7053,Cyfar,Job quest: countitem in npc/jobs/1-1e/ninja.txt; Job quest: delitem in npc/jobs/1-1e/ninja.txt; Job quest: countitem in npc/jobs/2-2/monk.txt,npc/jobs/1-1e/ninja.txt; npc/jobs/2-2/monk.txt
7054,Brigan,Quest requirement: countitem in npc/re/quests/eden/eden_100_111.txt; Quest requirement: delitem in npc/re/quests/eden/eden_100_111.txt; Quest requirement: countitem in npc/quests/quests_nameless.txt,npc/re/quests/eden/eden_100_111.txt; npc/quests/quests_nameless.txt
7055,Animal Poop,No valid mob drops found in mob_db.yml,mob_db.yml
7056,Payment Statement for Kafra Employee,No valid mob drops found in mob_db.yml,mob_db.yml
7057,Gjallar,No valid mob drops found in mob_db.yml,mob_db.yml
7058,Gleipnir,No valid mob drops found in mob_db.yml; Quest requirement: countitem in npc/quests/seals/god_weapon_creation.txt; Quest requirement: delitem in npc/quests/seals/god_weapon_creation.txt,mob_db.yml; npc/quests/seals/god_weapon_creation.txt
7059,Free Ticket for Kafra Storage,Quest-named: Name contains 'ticket'; No valid mob drops found in mob_db.yml; Job quest: getitem in npc/re/jobs/novice/novice.txt,Name analysis; mob_db.yml
7060,Free Ticket for Kafra Transportation,Quest-named: Name contains 'ticket'; No valid mob drops found in mob_db.yml; Job quest: getitem in npc/re/jobs/novice/novice.txt,Name analysis; mob_db.yml
7061,Free Ticket for the Cart Service,Quest-named: Name contains 'ticket'; No valid mob drops found in mob_db.yml; Quest requirement: countitem in npc/re/quests/quests_16_1.txt,Name analysis; mob_db.yml
7062,Broken Turtle Shell,No valid mob drops found in mob_db.yml,mob_db.yml
7063,Soft Feather,Quest requirement: countitem in npc/quests/quests_alberta.txt; Quest requirement: delitem in npc/quests/quests_alberta.txt; Quest requirement: countitem in npc/quests/newgears/2006_headgears.txt,npc/quests/quests_alberta.txt; npc/quests/newgears/2006_headgears.txt
7064,Wing of Dragonfly,Job quest: countitem in npc/re/jobs/3-1/ranger.txt; Job quest: delitem in npc/re/jobs/3-1/ranger.txt; Quest requirement: countitem in npc/quests/quests_lutie.txt,npc/re/jobs/3-1/ranger.txt; npc/quests/quests_lutie.txt
