// Old Blue Box Obtainable Items Database
//
// Structure of Database:
// GroupID,ItemID,Rate

1,501,12	// Red Potion
1,7264,12	// Dry Sand
1,7265,12	// Dragon Horn
1,7266,12	// Denture from Dragon Mask
1,7267,12	// Tiger Panty
1,7268,12	// Little Ghost Doll
1,7269,12	// Pinafore
1,7270,12	// Nursing_Bottle
1,7315,1	// Dark Crystal Fragment
1,7316,1	// Insect Leg
1,7317,1	// Rusty Screw
1,7318,1	// Old Pick
1,7319,1	// Used Iron Plate
1,7320,1	// Dust Pollutant
1,7321,1	// Crystal Fragment
1,7322,1	// Toxic Gas
1,7323,1	// Battered Kettle
1,7325,1	// Flexible Tube
1,7326,1	// Fluorescent Liquid
1,7327,1	// Flashlight
1,7440,1	// Red Feather
1,7441,1	// Blue Feather
1,7442,1	// Cursed Seal
1,7443,1	// Three-Headed Dragon's Head
1,7444,1	// Treasure Box
1,7445,1	// Green Bijou
1,7446,1	// Blue Bijou
1,7447,1	// Red Bijou
1,7448,1	// Yellow Bijou
1,7449,1	// Bloody Page
1,7450,1	// Skeletal Armor Piece
1,7451,1	// Fire Dragon Scale
1,7452,1	// Yellow Spice
1,7453,1	// Sweet Sauce
1,7454,1	// Savory Sauce
1,7455,1	// Spicy Sauce
1,7456,1	// Red Spice
1,7457,1	// Cooking Oil
1,7472,1	// Level 1 Cookbook
1,7473,1	// Level 2 Cookbook
1,7474,1	// Level 3 Cookbook
1,7475,1	// Level 4 Cookbook
1,7476,1	// Level 5 Cookbook
1,7482,1	// Pot
1,7512,1	// Burnt Part
1,7513,1	// Pocket Watch
1,7561,15	// Glacial Heart
1,7562,15	// Ice Scale
1,7563,15	// Bloody Rune
1,7564,15	// Rotten Meat
1,7565,15	// Sticky Poison
1,7567,1	// Suspicious Hat
1,7568,1	// White Mask
1,7751,34	// Old White Cloth
1,7752,32	// Clattering Skull
1,7753,34	// Broken Farming Utensil
1,10001,3	// Skull Helm
1,10002,3	// Monster Oxygen Mask
1,10003,3	// Transparent Headgear
1,10004,3	// Pacifier
1,10005,3	// Wig
1,10006,3	// Queen's Hair Ornament
1,10007,3	// Silk Ribbon
1,10008,3	// Punisher
1,10009,3	// Wild Flower
1,10010,3	// Battered Pot
1,10011,3	// Stellar Hairpin
1,10012,3	// Tiny Egg Shell
1,10013,3	// Backpack
1,10014,3	// Rocker Glasses
1,10015,3	// Green Lace
1,10016,3	// Golden Bell
1,10017,3	// Bark Shorts
1,10018,3	// Monkey Circlet
1,10019,3	// Red Scarf
1,10020,3	// Grave Keeper's Sword
1,13000,1	// Jujube Dagger
1,13001,1	// Dragon Killer
1,13002,1	// Ginnungagap
1,13003,1	// Cowardice Blade
1,13004,1	// Cowardice Blade
1,13163,1	// Long Barrel
1,13164,1	// Long Barrel
1,13167,1	// Gate Keeper-DD
1,13168,1	// Thunder P
1,13170,2	// Lever Action Rifle
1,13200,1	// Bullet
1,13201,1	// Silver Bullet
1,13202,1	// Bloody Shell
1,13203,1	// Flare Sphere
1,13204,1	// Lightning Sphere
1,13205,1	// Poison Sphere
1,13206,1	// Blind Sphere
1,13207,1	// Freezing Sphere
1,13304,1	// Huuma Calm Mind
